Trademark.Cultivar,Date,species1,species_count
Great Star,2021-08-19,Apis_mellifera,6
Great Star,2021-08-19,Bombus_affinis,2
Great Star,2021-08-19,Bombus_impatiens,4
Great Star,2021-08-19,Wasp,5
Green Spire,2019-09-19,Bombus_impatiens,25
Green Spire,2019-09-19,Bombus_pauloensis,1
Green Spire,2019-09-19,Bombus_rufocinctus,1
Green Spire,2019-09-19,Syrphidae,1
Green Spire,2019-09-23,Apis_mellifera,3
Green Spire,2019-09-24,Apis_mellifera,2
Green Spire,2019-09-24,Diptera,1
Green Spire,2019-09-24,Syrphidae,6
Green Spire,2019-09-24,Xylocopa_sonorina,1
Green Spire,2019-09-26,Apis_mellifera,5
Green Spire,2019-09-26,Syrphidae,5
Green Spire,2019-10-19,Andrena,1
Green Spire,2019-10-19,Bombus_impatiens,9
Green Spire,2019-10-19,Diptera,3
Green Spire,2019-10-19,Hylaeus_leptocephalus,2
Green Spire,2019-10-19,Lasioglossum,1
Green Spire,2019-10-19,Lepidoptera,2
Green Spire,2019-10-19,Macropis,1
Green Spire,2019-10-19,Pseudopanurgus,1
Green Spire,2019-10-19,Syrphidae,7
Green Spire,2019-10-19,Wasp,1
Green Spire,2020-08-21,Apis_mellifera,1
Green Spire,2020-08-24,Apis_dorsata,1
Green Spire,2020-08-24,Apis_mellifera,2
Green Spire,2020-08-24,Ceratina,1
Green Spire,2020-08-24,Hylaeus,1
Green Spire,2020-08-24,Meliponini,1
Green Spire,2020-08-24,Syrphidae,1
Green Spire,2020-08-26,Apis_mellifera,4
Green Spire,2020-08-28,Apis_mellifera,5
Green Spire,2020-08-28,Bombus_impatiens,3
Green Spire,2020-08-28,Bombus_vagans_sandersoni,1
Green Spire,2020-08-28,Diptera,1
Green Spire,2020-08-28,Wasp,2
Green Spire,2020-08-31,Apis_mellifera,3
Green Spire,2020-09-02,Apis_mellifera,8
Green Spire,2020-09-02,Bombus_impatiens,2
Green Spire,2020-09-02,Diptera,1
Green Spire,2020-09-02,Wasp,3
Green Spire,2020-09-14,Apis_mellifera,4
Green Spire,2020-09-14,Bombus_impatiens,3
Green Spire,2020-09-14,Diptera,1
Green Spire,2020-09-14,Lepidoptera,1
Green Spire,2020-09-14,Syrphidae,2
Green Spire,2020-09-14,Wasp,10
Green Spire,2020-09-18,Apis_mellifera,3
Green Spire,2020-09-18,Lepidoptera,2
Green Spire,2020-09-21,Apis_mellifera,2
Green Spire,2020-09-21,Coleoptera,1
Green Spire,2020-09-21,Diptera,1
Green Spire,2020-09-21,Lepidoptera,1
Green Spire,2020-09-21,Syrphidae,2
Green Spire,2020-09-21,Wasp,7
Green Spire,2020-09-23,Apis_mellifera,4
Green Spire,2020-09-23,Diptera,4
Green Spire,2020-09-23,Wasp,2
Green Spire,2020-09-25,Apis_mellifera,5
Green Spire,2020-09-25,Augochlora,1
Green Spire,2020-09-25,Halictus,1
Green Spire,2020-09-25,Lasioglossum,1
Green Spire,2020-09-25,Lepidoptera,2
Green Spire,2020-09-25,Wasp,3
Green Spire,2020-09-28,Apis_mellifera,1
Green Spire,2020-09-28,Syrphidae,2
Green Spire,2020-10-07,Wasp,2
Green Spire,2020-10-09,Halictus_tripartitus,1
Green Spire,2020-10-09,Lasioglossum,2
Green Spire,2020-10-09,Wasp,1
Green Spire,2020-10-14,Apis_mellifera,3
Green Spire,2021-08-05,Apis_mellifera,2
Green Spire,2021-08-10,Apis_mellifera,2
Green Spire,2021-08-10,Lasioglossum,1
Green Spire,2021-08-10,Wasp,3
Green Spire,2021-08-12,Apis_mellifera,3
Green Spire,2021-08-12,Coleoptera,1
Green Spire,2021-08-12,Lepidoptera,3
Green Spire,2021-08-12,Meliponini,1
Green Spire,2021-08-12,Wasp,1
Green Spire,2021-08-17,Apis_mellifera,1
Green Spire,2021-08-17,Bombus_affinis,4
Green Spire,2021-08-17,Bombus_citrinus,2
Green Spire,2021-08-17,Bombus_impatiens,7
Green Spire,2021-08-19,Apis_mellifera,2
Green Spire,2021-08-19,Bombus_impatiens,12
Green Spire,2021-08-19,Bombus_vagans_sandersoni,1
Green Spire,2021-08-19,Coleoptera,4
Green Spire,2021-08-19,Syrphidae,1
Green Spire,2021-08-19,Wasp,5
Honey Comb,2019-08-19,Coleoptera,2
Honey Comb,2019-08-23,Apis_mellifera,10
Honey Comb,2019-08-23,Bombus_impatiens,17
Honey Comb,2019-08-23,Wasp,1
Honey Comb,2019-08-28,Apis_mellifera,12
Honey Comb,2019-08-28,Bombus_impatiens,16
Honey Comb,2019-08-28,Lepidoptera,16
Honey Comb,2019-08-28,Wasp,3
Honey Comb,2019-08-29,Apis_mellifera,1
Honey Comb,2019-08-29,Bombus_impatiens,6
Honey Comb,2019-08-29,Osmia_bicornis,1
Honey Comb,2019-08-29,Wasp,3
Honey Comb,2019-08-30,Apis_mellifera,13
Honey Comb,2019-08-30,Bombus_griseocollis,3
Honey Comb,2019-08-30,Bombus_impatiens,90
Honey Comb,2019-08-30,Wasp,2
Honey Comb,2019-09-05,Bombus_impatiens,3
Honey Comb,2019-09-05,Leioproctus,1
Honey Comb,2019-09-05,Syrphidae,1
Honey Comb,2019-09-05,Wasp,4
Honey Comb,2019-09-05,Xylocopa_tabaniformis,1
Honey Comb,2019-09-19,Apis_mellifera,2
Honey Comb,2019-09-19,Bombus_bimaculatus,1
Honey Comb,2019-09-19,Bombus_impatiens,8
Honey Comb,2019-09-19,Bombus_vagans_sandersoni,1
Honey Comb,2019-10-19,Bombus_impatiens,2
Honey Comb,2019-10-19,Coleoptera,2
Honey Comb,2019-10-19,Lepidoptera,1
Honey Comb,2019-10-19,Wasp,1
Honey Comb,2020-08-19,Apis_mellifera,2
Honey Comb,2020-08-19,Diptera,3
Honey Comb,2020-08-19,Syrphidae,2
Honey Comb,2020-08-19,Wasp,9
Honey Comb,2020-08-21,Apis_mellifera,3
Honey Comb,2020-08-21,Wasp,2
Honey Comb,2020-08-26,Apis_mellifera,3
Honey Comb,2020-08-26,Bombus_impatiens,4
Honey Comb,2020-08-28,Apis_mellifera,2
Honey Comb,2020-08-28,Bombus_impatiens,4
Honey Comb,2020-08-28,Wasp,1
Honey Comb,2020-08-31,Apis_mellifera,2
Honey Comb,2020-08-31,Diptera,2
Honey Comb,2020-08-31,Wasp,4
Honey Comb,2020-09-02,Apis_mellifera,3
Honey Comb,2020-09-02,Bombus_impatiens,4
Honey Comb,2020-09-02,Diptera,1
Honey Comb,2020-09-02,Habropoda,1
Honey Comb,2020-09-02,Lepidoptera,1
Honey Comb,2020-09-02,Wasp,2
Honey Comb,2021-08-10,Apis_mellifera,1
Honey Comb,2021-08-10,Bombus_griseocollis,1
Honey Comb,2021-08-10,Bombus_impatiens,2
Honey Comb,2021-08-10,Coleoptera,1
Honey Comb,2021-08-10,Diptera,1
Honey Comb,2021-08-10,Hylaeus_modestus,1
Honey Comb,2021-08-10,Lepidoptera,1
Honey Comb,2021-08-10,Syrphidae,1
Honey Comb,2021-08-10,Wasp,17
Honey Comb,2021-08-12,Apis_mellifera,1
Honey Comb,2021-08-12,Bombus_impatiens,2
Honey Comb,2021-08-12,Wasp,6
Honey Comb,2021-08-12,Xylocopa_virginica,1
Honey Comb,2021-08-19,Apis_mellifera,2
Honey Comb,2021-08-19,Bombus_citrinus,5
Kyushu,2019-09-19,Bombus_citrinus,1
Kyushu,2019-09-19,Bombus_impatiens,10
Kyushu,2019-09-19,Wasp,1
Kyushu,2019-09-23,Apis_mellifera,4
Kyushu,2019-09-23,Bombus_ephippiatus,1
Kyushu,2019-09-23,Coleoptera,2
Kyushu,2019-09-23,Diptera,1
Kyushu,2019-09-23,Hylaeus_leptocephalus,1
Kyushu,2019-09-23,Lasioglossum,1
Kyushu,2019-09-23,Wasp,1
Kyushu,2019-09-24,Apis_mellifera,1
Kyushu,2019-09-24,Syrphidae,2
Kyushu,2019-09-26,Apis_mellifera,6
Kyushu,2019-09-26,Bombus_citrinus,1
Kyushu,2019-09-26,Bombus_flavidus,1
Kyushu,2019-09-26,Bombus_impatiens,4
Kyushu,2019-09-26,Bombus_vagans_sandersoni,1
Kyushu,2019-09-26,Coleoptera,4
Kyushu,2019-09-26,Lepidoptera,4
Kyushu,2019-09-30,Apis_mellifera,3
Kyushu,2019-09-30,Augochlora,1
Kyushu,2019-09-30,Augochloropsis,2
Kyushu,2019-09-30,Hylaeus,1
Kyushu,2019-09-30,Syrphidae,1
Kyushu,2019-09-30,Wasp,5
Kyushu,2019-10-08,Apis_mellifera,6
Kyushu,2019-10-08,Augochlora,4
Kyushu,2019-10-08,Augochloropsis,1
Kyushu,2019-10-08,Diptera,1
Kyushu,2019-10-08,Lepidoptera,1
Kyushu,2019-10-08,Syrphidae,3
Kyushu,2019-10-08,Wasp,6
Kyushu,2019-10-10,Apis_mellifera,5
Kyushu,2019-10-10,Augochlora,2
Kyushu,2019-10-10,Augochloropsis,1
Kyushu,2019-10-10,Lepidoptera,7
Kyushu,2019-10-10,Syrphidae,4
Kyushu,2019-10-10,Wasp,4
Kyushu,2019-10-14,Augochlora,4
Kyushu,2019-10-14,Syrphidae,10
Kyushu,2019-10-15,Apis_mellifera,10
Kyushu,2019-10-15,Augochlorella,1
Kyushu,2019-10-15,Augochloropsis,4
Kyushu,2019-10-15,Diptera,1
Kyushu,2019-10-15,Halictus_tripartitus,1
Kyushu,2019-10-15,Lasioglossum,2
Kyushu,2019-10-15,Syrphidae,33
Kyushu,2019-10-15,Wasp,4
Kyushu,2019-10-19,Bombus_bimaculatus,1
Kyushu,2019-10-19,Bombus_impatiens,3
Kyushu,2020-08-19,Apis_mellifera,1
Kyushu,2020-08-21,Apis_mellifera,4
Kyushu,2020-08-24,Halictus_ligatus,1
Kyushu,2020-08-24,Halictus_tripartitus,1
Kyushu,2020-08-24,Lasioglossum,1
Kyushu,2020-08-26,Apis_mellifera,2
Kyushu,2020-08-26,Coleoptera,6
Kyushu,2020-08-26,Syrphidae,2
Kyushu,2020-08-26,Wasp,1
Kyushu,2020-08-28,Apis_mellifera,2
Kyushu,2020-08-28,Diptera,1
Kyushu,2020-08-28,Hylaeus,1
Kyushu,2020-08-28,Lasioglossum,1
Kyushu,2020-08-28,Stelis,1
Kyushu,2020-08-28,Syrphidae,1
Kyushu,2020-08-28,Wasp,5
Kyushu,2020-09-02,Apis_mellifera,2
Kyushu,2020-09-02,Diptera,3
Kyushu,2020-09-02,Halictus,2
Kyushu,2020-09-14,Apis_mellifera,3
Kyushu,2020-09-14,Diptera,1
Kyushu,2020-09-14,Wasp,7
Kyushu,2020-09-18,Apis_mellifera,3
Kyushu,2020-09-18,Coleoptera,1
Kyushu,2020-09-18,Diptera,2
Kyushu,2020-09-23,Apis_mellifera,3
Kyushu,2020-09-23,Lasioglossum,1
Kyushu,2020-09-25,Apis_mellifera,4
Kyushu,2020-09-25,Diptera,5
Kyushu,2020-09-28,Andrena,1
Kyushu,2020-09-28,Diptera,1
Kyushu,2020-09-28,Syrphidae,1
Kyushu,2020-09-28,Wasp,2
Kyushu,2020-09-30,Diptera,2
Kyushu,2020-10-09,Apis_mellifera,1
Kyushu,2020-10-09,Wasp,1
Kyushu,2020-10-21,Apis_mellifera,2
Kyushu,2021-08-05,Apis_mellifera,3
Late,2019-09-23,Apis_mellifera,4
Late,2019-09-23,Bombus_griseocollis,1
Late,2019-09-23,Bombus_impatiens,1
Late,2019-09-23,Diptera,1
Late,2019-09-23,Halictus_tripartitus,1
Late,2019-09-23,Syrphidae,5
Late,2019-09-23,Wasp,4
Late,2019-09-24,Apis_mellifera,2
Late,2019-09-24,Bombus_impatiens,1
Late,2019-09-24,Bombus_vagans_sandersoni,1
Late,2019-09-24,Coleoptera,2
Late,2019-09-26,Augochlora,2
Late,2019-09-26,Bombus_impatiens,2
Late,2019-09-26,Lepidoptera,3
Late,2019-09-30,Apis_mellifera,1
Late,2019-09-30,Halictus,1
Late,2019-09-30,Lasioglossum,1
Late,2019-09-30,Wasp,1
Late,2019-10-08,Anthidium_florentinum,1
Late,2019-10-08,Apis_mellifera,4
Late,2019-10-08,Augochlora,4
Late,2019-10-08,Augochlorella,1
Late,2019-10-08,Meliponini,1
Late,2019-10-08,Syrphidae,4
Late,2019-10-08,Wasp,1
Late,2019-10-10,Augochlora,2
Late,2019-10-15,Coleoptera,3
Late,2019-10-19,Anthophora_abrupta,1
Late,2019-10-19,Apis_mellifera,2
Late,2019-10-19,Bombus_bimaculatus,1
Late,2019-10-19,Bombus_griseocollis,1
Late,2019-10-19,Bombus_impatiens,20
Late,2019-10-19,Coleoptera,2
Late,2019-10-19,Lepidoptera,7
Late,2020-07-10,Coleoptera,2
Late,2020-07-10,Syrphidae,3
Late,2020-08-31,Apis_mellifera,2
Late,2020-08-31,Diptera,1
Late,2020-09-02,Diptera,2
Late,2020-09-02,Osmia,1
Late,2020-09-02,Wasp,5
Late,2020-09-14,Apis_mellifera,1
Late,2020-09-14,Bombus_crotchii,1
Late,2020-09-14,Syrphidae,3
Late,2020-09-14,Wasp,4
Late,2020-09-18,Apis_mellifera,1
Late,2020-09-18,Wasp,2
Late,2020-09-21,Apis_mellifera,4
Late,2020-09-21,Augochlora,3
Late,2020-09-21,Coleoptera,2
Late,2020-09-21,Wasp,4
Late,2020-09-23,Apis_mellifera,3
Late,2020-09-23,Augochlora,5
Late,2020-09-23,Ceratina,2
Late,2020-09-23,Coleoptera,1
Late,2020-09-23,Diptera,3
Late,2020-09-23,Syrphidae,1
Late,2020-09-23,Wasp,3
Late,2020-09-25,Apis_mellifera,2
Late,2020-09-25,Coleoptera,2
Late,2020-09-25,Diptera,1
Late,2020-09-25,Lasioglossum,1
Late,2020-09-25,Perdita,1
Late,2020-09-25,Syrphidae,1
Late,2020-09-25,Wasp,5
Late,2020-09-30,Bombus_impatiens,1
Late,2020-09-30,Syrphidae,1
Late,2020-10-02,Diptera,1
Late,2020-10-07,Apis_mellifera,3
Late,2020-10-07,Augochlorella,1
Late,2020-10-07,Wasp,1
Late,2020-10-09,Apis_mellifera,1
Late,2020-10-09,Augochlora,1
Late,2020-10-09,Diptera,3
Late,2020-10-09,Lasioglossum,3
Late,2020-10-09,Lepidoptera,1
Late,2020-10-14,Apis_mellifera,5
Late,2020-10-14,Diptera,6
Late,2020-10-14,Lepidoptera,1
Late,2020-10-14,Syrphidae,1
Late,2020-10-14,Wasp,5
Late,2020-10-16,Apis_mellifera,2
Late,2020-10-16,Diptera,2
Late,2020-10-21,Apis_mellifera,1
Late,2020-10-21,Diptera,2
Late,2020-10-21,Perdita,1
Late,2021-08-17,Apis_mellifera,2
Late,2021-08-19,Apis_mellifera,2
Late,2021-08-19,Ceratina,1
Limelight,2019-08-29,Apis_mellifera,1
Limelight,2019-08-29,Bombus_impatiens,1
Limelight,2019-09-19,Bombus_impatiens,1
Limelight,2020-08-26,Apis_mellifera,2
Limelight,2020-08-28,Apis_mellifera,2
Limelight,2020-08-28,Wasp,1
Limelight,2020-08-31,Halictus_scabiosae,1
Limelight,2020-09-02,Bombus_bimaculatus,1
Limelight,2020-09-02,Bombus_rufocinctus,1
Limelight,2020-09-30,Corynura,1
Limelight,2020-09-30,Diptera,2
Limelight,2020-09-30,Syrphidae,1
Limelight,2021-08-12,Bombus_affinis,2
Limelight,2021-08-12,Bombus_impatiens,2
Limelight,2021-08-12,Wasp,8
Limelight,2021-08-17,Bombus_impatiens,7
Limelight,2021-08-17,Wasp,5
Limelight,2021-08-19,Bombus_bimaculatus,1
Limelight,2021-08-19,Bombus_impatiens,4
Little Lamb,2019-08-23,Bombus_bimaculatus,1
Little Lamb,2019-08-23,Bombus_impatiens,13
Little Lamb,2019-08-23,Meliponini,1
Little Lamb,2019-08-23,Wasp,3
Little Lamb,2019-08-28,Bombus_impatiens,2
Little Lamb,2019-08-28,Coleoptera,7
Little Lamb,2019-08-29,Apis_mellifera,5
Little Lamb,2019-08-29,Bombus_impatiens,2
Little Lamb,2019-08-29,Coleoptera,8
Little Lamb,2019-10-19,Bombus_citrinus,1
Little Lamb,2019-10-19,Bombus_funebris,1
Little Lamb,2019-10-19,Bombus_impatiens,3
Little Lamb,2019-10-19,Bombus_melanopygus,1
Little Lamb,2019-10-19,Habropoda,1
Little Lamb,2020-08-19,Apis_mellifera,2
Little Lamb,2020-09-18,Wasp,2
Little Lamb,2021-08-05,Bombus_bimaculatus,1
Little Lamb,2021-08-05,Bombus_impatiens,2
Little Lamb,2021-08-05,Hylaeus,1
Little Lime,2021-08-05,Lepidoptera,1
Little Quick Fire,2019-07-22,Diptera,1
Little Quick Fire,2019-07-22,Halictus_tripartitus,1
Little Quick Fire,2019-07-22,Wasp,1
Little Quick Fire,2019-08-23,Bombus_affinis,7
Little Quick Fire,2019-08-29,Apis_mellifera,2
Little Quick Fire,2019-08-29,Coleoptera,1
Little Quick Fire,2019-08-29,Lepidoptera,2
Little Quick Fire,2019-08-29,Wasp,3
Little Quick Fire,2019-09-24,Andrena_cineraria,1
Little Quick Fire,2019-09-24,Bombus_citrinus,1
Little Quick Fire,2019-09-24,Bombus_vosnesenskii,1
Little Quick Fire,2019-09-24,Syrphidae,1
Little Quick Fire,2019-09-26,Apis_mellifera,3
Little Quick Fire,2019-09-26,Bombus_impatiens,2
Little Quick Fire,2019-09-26,Syrphidae,3
Little Quick Fire,2019-09-30,Augochlora,2
Little Quick Fire,2019-09-30,Augochloropsis,1
Little Quick Fire,2019-09-30,Diptera,1
Little Quick Fire,2019-09-30,Halictus_ligatus,1
Little Quick Fire,2019-09-30,Hylaeus,1
Little Quick Fire,2019-09-30,Lasioglossum,3
Little Quick Fire,2019-09-30,Ruizantheda,1
Little Quick Fire,2019-09-30,Wasp,3
Little Quick Fire,2019-10-08,Bombus_impatiens,5
Little Quick Fire,2019-10-08,Diptera,1
Little Quick Fire,2019-10-08,Syrphidae,1
Little Quick Fire,2019-10-10,Augochlora,1
Little Quick Fire,2019-10-19,Syrphidae,1
Little Quick Fire,2020-08-19,Apis_mellifera,3
Little Quick Fire,2020-08-19,Coleoptera,1
Little Quick Fire,2020-08-19,Halictus_tripartitus,1
Little Quick Fire,2020-08-19,Hylaeus,1
Little Quick Fire,2020-08-19,Hylaeus_modestus,1
Little Quick Fire,2020-08-19,Lasioglossum,2
Little Quick Fire,2020-08-19,Sphecodes,1
Little Quick Fire,2020-08-21,Apis_mellifera,4
Little Quick Fire,2020-08-21,Ceratina,1
Little Quick Fire,2020-08-21,Hylaeus,1
Little Quick Fire,2020-08-26,Coleoptera,1
Little Quick Fire,2020-08-26,Lasioglossum,2
Little Quick Fire,2020-08-28,Apis_mellifera,1
Little Quick Fire,2020-08-28,Bombus_impatiens,3
Little Quick Fire,2020-08-28,Hylaeus,1
Little Quick Fire,2020-08-28,Wasp,3
Little Quick Fire,2020-09-02,Bombus_impatiens,2
Little Quick Fire,2020-09-02,Wasp,8
Little Quick Fire,2020-09-21,Apis_mellifera,2
Little Quick Fire,2020-09-21,Syrphidae,1
Little Quick Fire,2020-09-21,Wasp,1
Little Quick Fire,2021-07-15,Bombus_affinis,5
Little Quick Fire,2021-07-15,Bombus_hypocrita,1
Little Quick Fire,2021-07-15,Bombus_robustus,1
Little Quick Fire,2021-07-16,Bombus_impatiens,3
Little Quick Fire,2021-07-16,Diptera,2
Little Quick Fire,2021-07-16,Halictus_tripartitus,2
Little Quick Fire,2021-08-05,Apis_mellifera,3
Little Quick Fire,2021-08-05,Bombus_affinis,5
Little Quick Fire,2021-08-05,Bombus_bimaculatus,1
Little Quick Fire,2021-08-05,Bombus_impatiens,9
Little Quick Fire,2021-08-05,Coleoptera,2
Little Quick Fire,2021-08-05,Hylaeus,1
Mega Mindy,2019-08-23,Apis_mellifera,2
Mega Mindy,2019-08-23,Bombus_impatiens,2
Mega Mindy,2019-09-05,Bombus_impatiens,2
Mega Mindy,2020-08-19,Apis_mellifera,4
Mega Mindy,2020-08-19,Wasp,2
Mega Mindy,2020-08-21,Apis_mellifera,2
Mega Mindy,2020-08-21,Diptera,2
Mega Mindy,2020-08-26,Apis_mellifera,3
Mega Mindy,2020-08-26,Lasioglossum,2
Mega Mindy,2020-08-28,Apis_mellifera,5
Mega Mindy,2020-08-28,Diptera,4
Mega Mindy,2020-09-02,Diptera,1
Mega Mindy,2020-09-02,Wasp,3
Mega Pearl,2019-08-23,Apis_mellifera,1
Mega Pearl,2019-08-23,Bombus_impatiens,14
Mega Pearl,2019-08-23,Wasp,3
Mega Pearl,2019-08-28,Apis_mellifera,1
Mega Pearl,2019-08-28,Bombus_impatiens,13
Mega Pearl,2019-08-28,Pseudopanurgus,1
Mega Pearl,2019-08-28,Wasp,1
Mega Pearl,2019-08-29,Anthophora_abrupta,1
Mega Pearl,2019-08-29,Bombus_impatiens,10
Mega Pearl,2019-09-05,Bombus_impatiens,9
Mega Pearl,2019-09-19,Apis_mellifera,6
Mega Pearl,2019-09-19,Bombus_impatiens,9
Mega Pearl,2019-09-26,Wasp,5
Mega Pearl,2019-09-30,Apis_mellifera,4
Mega Pearl,2019-09-30,Syrphidae,1
Mega Pearl,2019-10-08,Hylaeus,1
Mega Pearl,2019-10-08,Sphecodes,2
Mega Pearl,2019-10-10,Coleoptera,1
Mega Pearl,2019-10-19,Apis_mellifera,1
Mega Pearl,2019-10-19,Bombus_impatiens,16
Mega Pearl,2020-08-19,Apis_mellifera,8
Mega Pearl,2020-08-21,Apis_mellifera,6
Mega Pearl,2020-08-26,Apis_mellifera,3
Mega Pearl,2020-08-26,Bombus_citrinus,5
Mega Pearl,2020-08-26,Halictus,2
Mega Pearl,2020-08-28,Apis_mellifera,2
Mega Pearl,2020-08-28,Bombus_impatiens,6
Mega Pearl,2020-08-28,Diptera,3
Mega Pearl,2020-08-28,Wasp,4
Mega Pearl,2020-08-31,Apis_mellifera,1
Mega Pearl,2020-08-31,Diptera,3
Mega Pearl,2020-08-31,Hylaeus,1
Mega Pearl,2020-09-02,Apis_mellifera,2
Mega Pearl,2020-09-02,Bombus_impatiens,1
Mega Pearl,2020-09-02,Syrphidae,1
Mega Pearl,2020-09-18,Diptera,2
Mega Pearl,2020-09-18,Wasp,2
Mega Pearl,2020-09-25,Syrphidae,1
Mega Pearl,2021-08-10,Apis_mellifera,2
Mega Pearl,2021-08-12,Apis_mellifera,2
Mega Pearl,2021-08-19,Apis_mellifera,3
Mega Pearl,2021-08-19,Bombus_impatiens,2
Mega Pearl,2021-08-19,Coleoptera,2
Phantom,2019-09-05,Bombus_impatiens,8
Phantom,2019-09-05,Lepidoptera,1
Phantom,2019-09-19,Bombus_impatiens,2
Phantom,2019-09-19,Wasp,3
Phantom,2020-08-19,Apis_mellifera,2
Phantom,2020-08-21,Apis_mellifera,2
Phantom,2020-08-26,Apis_mellifera,5
Phantom,2020-08-26,Bombus_impatiens,2
Phantom,2020-08-26,Diptera,2
Phantom,2020-08-28,Apis_mellifera,4
Phantom,2020-08-28,Bombus_citrinus,1
Phantom,2020-08-28,Wasp,1
Phantom,2020-08-31,Wasp,2
Phantom,2020-09-02,Apis_mellifera,4
Phantom,2020-09-02,Wasp,6
Phantom,2021-08-12,Bombus_impatiens,1
Phantom,2021-08-12,Wasp,2
Phantom,2021-08-17,Apis_mellifera,1
Phantom,2021-08-19,Apis_mellifera,1
Phantom,2021-08-19,Bombus_impatiens,1
Phantom,2021-08-19,Bombus_melanopygus,1
Phantom,2021-08-19,Coleoptera,3
Pillow Talk,2020-08-28,Diptera,2
Pillow Talk,2020-10-14,Coleoptera,1
Pillow Talk,2020-10-14,Diptera,3
Pillow Talk,2020-10-14,Syrphidae,1
Pink Diamond,2019-08-23,Apis_mellifera,8
Pink Diamond,2019-08-23,Bombus_bimaculatus,1
Pink Diamond,2019-08-23,Bombus_impatiens,14
Pink Diamond,2019-08-29,Apis_mellifera,3
Pink Diamond,2019-08-29,Bombus_impatiens,2
Pink Diamond,2019-08-29,Lepidoptera,2
Pink Diamond,2019-08-29,Syrphidae,1
Pink Diamond,2019-08-30,Apis_mellifera,7
Pink Diamond,2019-08-30,Bombus_impatiens,5
Pink Diamond,2019-08-30,Bombus_rufocinctus,1
Pink Diamond,2019-08-30,Wasp,3
Pink Diamond,2019-09-05,Wasp,6
Pink Diamond,2019-10-19,Bombus_impatiens,7
Pink Diamond,2019-10-19,Diptera,1
Pink Diamond,2019-10-19,Lepidoptera,1
Pink Diamond,2020-08-19,Apis_mellifera,3
Pink Diamond,2020-08-21,Apis_mellifera,2
Pink Diamond,2020-08-21,Wasp,1
Pink Diamond,2020-08-26,Apis_mellifera,4
Pink Diamond,2020-08-26,Wasp,2
Pink Diamond,2020-08-28,Apis_mellifera,5
Pink Diamond,2020-09-02,Apis_mellifera,2
Pink Diamond,2020-09-02,Diptera,2
Pink Diamond,2020-09-02,Syrphidae,1
Pink Diamond,2020-09-02,Wasp,8
Pink Diamond,2020-09-14,Apis_mellifera,2
Pink Diamond,2020-09-14,Halictus_tripartitus,1
Pink Diamond,2020-09-14,Lasioglossum,1
Pink Diamond,2020-09-14,Wasp,2
Pink Diamond,2020-09-18,Coleoptera,1
Pink Diamond,2020-09-18,Epeolus,1
Pink Diamond,2020-09-18,Syrphidae,1
Pink Diamond,2020-09-21,Apis_mellifera,2
Pink Diamond,2020-09-25,Apis_mellifera,1
Pink Diamond,2021-08-02,Apis_mellifera,4
Pink Diamond,2021-08-02,Bombus_affinis,1
Pink Diamond,2021-08-02,Bombus_impatiens,3
Pink Diamond,2021-08-05,Apis_mellifera,3
Pink Diamond,2021-08-05,Bombus_impatiens,3
Pink Diamond,2021-08-05,Coleoptera,1
Pink Diamond,2021-08-05,Diptera,1
Pink Diamond,2021-08-05,Wasp,1
Pink Diamond,2021-08-10,Apis_mellifera,1
Pink Diamond,2021-08-10,Bombus_impatiens,1
Pink Diamond,2021-08-12,Bombus_affinis,3
Pink Diamond,2021-08-12,Bombus_impatiens,1
Pink Diamond,2021-08-12,Coleoptera,1
Pink Diamond,2021-08-12,Diptera,1
Pink Diamond,2021-08-12,Wasp,3
Pink Diamond,2021-08-12,Xylocopa_virginica,3
Pink Diamond,2021-08-17,Apis_mellifera,2
Pink Diamond,2021-08-17,Bombus_crotchii,1
Pink Diamond,2021-08-17,Xylocopa_latipes,1
Pink Diamond,2021-08-19,Apis_mellifera,7
Pink Diamond,2021-08-19,Augochloropsis,2
Pink Diamond,2021-08-19,Diptera,2
Pink Diamond,2021-08-19,Halictus_tripartitus,2
Pink Diamond,2021-08-19,Wasp,3
Pink Lady,2020-08-31,Wasp,2
Pinky Winky,2019-08-23,Apis_mellifera,13
Pinky Winky,2019-08-23,Bombus_griseocollis,1
Pinky Winky,2019-08-23,Bombus_impatiens,5
Pinky Winky,2019-08-23,Lepidoptera,1
Pinky Winky,2019-08-28,Apis_mellifera,20
Pinky Winky,2019-08-28,Bombus_impatiens,15
Pinky Winky,2019-08-28,Halictus,5
Pinky Winky,2019-08-28,Halictus_tripartitus,1
Pinky Winky,2019-08-28,Lepidoptera,4
Pinky Winky,2019-08-28,Wasp,4
Pinky Winky,2019-08-29,Apis_mellifera,25
Pinky Winky,2019-08-29,Wasp,5
Pinky Winky,2019-08-30,Apis_mellifera,46
Pinky Winky,2019-08-30,Bombus_impatiens,6
Pinky Winky,2019-08-30,Colletes_hederae,1
Pinky Winky,2019-08-30,Nomada,1
Pinky Winky,2019-08-30,Wasp,8
Pinky Winky,2019-09-05,Anthophora_abrupta,1
Pinky Winky,2019-09-05,Apis_mellifera,7
Pinky Winky,2019-09-05,Bombus_bimaculatus,1
Pinky Winky,2019-09-05,Bombus_impatiens,59
Pinky Winky,2019-09-05,Diptera,1
Pinky Winky,2019-09-05,Ptilothrix,1
Pinky Winky,2019-09-05,Wasp,1
Pinky Winky,2019-09-19,Apis_mellifera,8
