original_image_file,cropped_image_file,Date,Tag Number,Tag Number 3,det_num,det_confidence,species1,prob1,Human_verified_spp,species2,prob2,species3,prob3,entropy,classification_precision,Species,Trademark/Cultivar,AscensionNumber,EYB_Inflorescence Type,RHS_InflorescentType,Flower Type,False Sepals,Color,SterileFloretLength(in),SterileFloretLength(cm),PanicleLength(in),AvgInflorescencesPerPanicle
Braatz_images\2019_08_02_done\10D\P8020998.JPG,P8020998_1.jpg,2019-08-02,D10,D10,1,0.9034,Wasp,100,Yes,Coleoptera,0,Sphecodes,0,0.0006,0.9575,Hydrangea paniculata,Daimond Rogue,17047,Half-open,0,Mop-like panicle,4,Pink-white,0,,0,
Braatz_images\2019_08_07_done\5A\P8071135.JPG,P8071135_1.jpg,2019-08-07,A5,A5,1,0.9093,Wasp,100,Yes,Coleoptera,0,Sphecodes,0,0.0035,0.9575,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,
Braatz_images\2019_09_05_done\13B\P9052530.JPG,P9052530_1.jpg,2019-09-05,B13,B13,1,0.9021,Bombus_impatiens,91.9,Yes,Bombus_bimaculatus,3.6,Bombus_griseocollis,2.7,0.3864,0.9491,Hydrangea paniculata,Pinky Winky,7045,Dense,Dense,Lacy panicle,5,Pink-white,1.25,,11,
Braatz_images\2019_09_05_done\1D\P9052647.JPG,P9052647_1.jpg,2019-09-05,D1,D1,1,0.9098,Wasp,99.9,Yes,Syrphidae,0.1,Hyleoides,0,0.0068,0.9575,Hydrangea paniculata,Floribunda,87273-0,Open,Half-open,Lacy panicle,4,White,0,,0,243
Braatz_images\2019_09_26_done\18B\P9263679.JPG,P9263679_1.jpg,2019-09-26,B18,B18,1,0.9278,Wasp,100,,Coleoptera,0,Sphecodes,0,0.0003,0.9575,Hydrangea paniculata,Big Ben,1126,Dense,Half-open,Lacy panicle,4,White,1.5,,10,NA
Braatz_images\2019_09_26_done\18B\P9263680.JPG,P9263680_1.jpg,2019-09-26,B18,B18,1,0.9103,Wasp,100,,Coleoptera,0,Sphecodes,0,0.0004,0.9575,Hydrangea paniculata,Big Ben,1126,Dense,Half-open,Lacy panicle,4,White,1.5,,10,NA
Braatz_images\2019_09_26_done\18B\P9263793.JPG,P9263793_1.jpg,2019-09-26,B18,B18,1,0.9048,Coleoptera,99.9,,Wasp,0.1,Syrphidae,0,0.0108,0.9916,Hydrangea paniculata,Big Ben,1126,Dense,Half-open,Lacy panicle,4,White,1.5,,10,NA
Braatz_images\2019_09_30_done\1C\fly.png,fly_1.jpg,2019-09-30,C1,C1,1,0.9203,Syrphidae,99.8,,Diptera,0.2,Coleoptera,0,0.0211,0.9836,Hydrangea paniculata,Ruby,98053,Half-open,0,Mop-like panicle,NA,Pink,0,,0,46.2
Braatz_images\2019_09_30_done\4A\P9303829.JPG,P9303829_1.jpg,2019-09-30,A4,A4,1,0.9002,Bombus_impatiens,97.1,,Bombus_affinis,1.3,Bombus_bimaculatus,1.1,0.1674,0.9491,Hydrangea paniculata,White Diamonds,11045,Half-open,0,Mop-like panicle,4,White,2,,8,31
Braatz_images\2019_09_30_done\4A\P9303830.JPG,P9303830_1.jpg,2019-09-30,A4,A4,1,0.9042,Bombus_impatiens,96.7,,Bombus_bimaculatus,2.9,Bombus_affinis,0.2,0.1597,0.9491,Hydrangea paniculata,White Diamonds,11045,Half-open,0,Mop-like panicle,4,White,2,,8,31
Braatz_images\2019_09_30_done\4A\P9303831.JPG,P9303831_1.jpg,2019-09-30,A4,A4,1,0.9092,Bombus_impatiens,99.3,,Bombus_bimaculatus,0.6,Bombus_griseocollis,0,0.05,0.9491,Hydrangea paniculata,White Diamonds,11045,Half-open,0,Mop-like panicle,4,White,2,,8,31
Braatz_images\2019_09_30_done\4A\P9303838.JPG,P9303838_1.jpg,2019-09-30,A4,A4,1,0.9111,Bombus_impatiens,98.6,,Bombus_affinis,1,Bombus_bimaculatus,0.2,0.0877,0.9491,Hydrangea paniculata,White Diamonds,11045,Half-open,0,Mop-like panicle,4,White,2,,8,31
Braatz_images\2019_10_19_done\10A\P9102914.JPG,P9102914_1.jpg,2019-10-19,A10,A10,1,0.9,Bombus_impatiens,95.7,,Bombus_affinis,2.4,Bombus_bimaculatus,1.1,0.2367,0.9491,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\2019_10_19_done\5D\P9103099.JPG,P9103099_1.jpg,2019-10-19,D5,D5,1,0.9003,Wasp,99.7,,Syrphidae,0.3,Coleoptera,0,0.0188,0.9575,Hydrangea paniculata,Brussels Lace,96102,Open,Half-open,Lacy panicle,4,White,1.5,,8,492.1
Braatz_images\2019_07_11_done\11A\P7110001.JPG,P7110001_1.jpg,2019-07-11,A11,A11,1,0.716,Augochlora,47.5,,Wasp,31.9,Coleoptera,12.3,1.3876,0.9524,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_11_done\11A\P7110003.JPG,P7110003_1.jpg,2019-07-11,A11,A11,1,0.7043,Perdita,74.3,,Wasp,17.6,Coleoptera,7.3,0.7732,0.9145,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_11_done\11A\P7110005.JPG,P7110005_1.jpg,2019-07-11,A11,A11,1,0.7374,Coleoptera,97.2,,Syrphidae,0.9,Lepidoptera,0.5,0.1982,0.9916,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_11_done\11A\P7110006.JPG,P7110006_1.jpg,2019-07-11,A11,A11,1,0.8457,Coleoptera,99.5,,Diptera,0.3,Syrphidae,0.1,0.0357,0.9916,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_11_done\11A\P7110007.JPG,P7110007_1.jpg,2019-07-11,A11,A11,1,0.8298,Coleoptera,99.9,,Syrphidae,0,Lepidoptera,0,0.0064,0.9916,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_11_done\11A\P7110008.JPG,P7110008_1.jpg,2019-07-11,A11,A11,1,0.8446,Coleoptera,100,,Wasp,0,Syrphidae,0,0.0025,0.9916,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_11_done\11A\P7110010.JPG,P7110010_1.jpg,2019-07-11,A11,A11,1,0.7194,Hylaeus,52.5,,Coleoptera,33.6,Pachyprosopis,3.2,1.2787,0.9337,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_11_done\11A\P7110013.JPG,P7110013_1.jpg,2019-07-11,A11,A11,1,0.7573,Lasioglossum,70.8,,Halictus,20.5,Halictus_tripartitus,6.8,0.8626,0.9521,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_11_done\5A\P7110026.JPG,P7110026_1.jpg,2019-07-11,A5,A5,1,0.8858,Coleoptera,99.6,,Wasp,0.4,Sphecodes,0,0.0296,0.9916,,,,,,,,,,,,
Braatz_images\2019_07_11_done\5A\P7110038.JPG,P7110038_1.jpg,2019-07-11,A5,A5,1,0.7085,Coleoptera,55.4,,Wasp,27.6,Hylaeus,9.7,1.2084,0.9916,,,,,,,,,,,,
Braatz_images\2019_07_18_done\10D\P7180125.JPG,P7180125_1.jpg,2019-07-18,D10,D10,1,0.7809,Coleoptera,66.2,,Wasp,28.2,Halictus,1.3,0.9277,0.9916,Hydrangea paniculata,Daimond Rogue,17047,Half-open,0,Mop-like panicle,4,Pink-white,0,,0,109
Braatz_images\2019_07_18_done\10D\P7180126.JPG,P7180126_1.jpg,2019-07-18,D10,D10,1,0.7497,Coleoptera,99.8,,Xylocopa_tenuiscapa,0.1,Xylocopa,0,0.0162,0.9916,Hydrangea paniculata,Daimond Rogue,17047,Half-open,0,Mop-like panicle,4,Pink-white,0,,0,109
Braatz_images\2019_07_18_done\11A\P7180002.JPG,P7180002_1.jpg,2019-07-18,A11,A11,1,0.7205,Diptera,99.9,,Syrphidae,0.1,Wasp,0,0.0083,0.9755,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_18_done\11A\P7180003.JPG,P7180003_1.jpg,2019-07-18,A11,A11,1,0.7908,Diptera,99.3,,Syrphidae,0.4,Wasp,0.3,0.0479,0.9755,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_18_done\11A\P7180004.JPG,P7180004_1.jpg,2019-07-18,A11,A11,1,0.7308,Diptera,96.1,,Coleoptera,0.9,Apis_mellifera,0.7,0.2613,0.9755,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_18_done\11A\P7180005.JPG,P7180005_1.jpg,2019-07-18,A11,A11,1,0.7832,Lasioglossum,49.6,,Halictus_tripartitus,48.9,Andrena_erigeniae,0.8,0.7798,0.9521,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_18_done\11A\P7180006.JPG,P7180006_1.jpg,2019-07-18,A11,A11,1,0.7009,Halictus_tripartitus,82.6,,Lasioglossum,14.7,Halictus,2.4,0.5518,0.7959,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_18_done\11A\P7180007.JPG,P7180007_1.jpg,2019-07-18,A11,A11,1,0.8344,Coleoptera,86.5,,Wasp,13.4,Agapostemon_splendens,0,0.3981,0.9916,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_18_done\11A\P7180008.JPG,P7180008_1.jpg,2019-07-18,A11,A11,1,0.8568,Coleoptera,98.1,,Wasp,1.7,Syrphidae,0.2,0.1051,0.9916,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_18_done\11A\P7180009.JPG,P7180009_1.jpg,2019-07-18,A11,A11,1,0.8096,Coleoptera,99.4,,Wasp,0.4,Diptera,0.1,0.0426,0.9916,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_18_done\11A\P7180010.JPG,P7180010_1.jpg,2019-07-18,A11,A11,1,0.8586,Coleoptera,99.5,,Wasp,0.5,Syrphidae,0,0.0319,0.9916,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_18_done\11A\P7180011.JPG,P7180011_1.jpg,2019-07-18,A11,A11,1,0.7082,Syrphidae,99.3,,Wasp,0.5,Anthidium_oblongatum,0,0.0519,0.9836,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_18_done\11A\P7180013.JPG,P7180013_1.jpg,2019-07-18,A11,A11,1,0.7776,Syrphidae,100,,Wasp,0,Diptera,0,0.0006,0.9836,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_18_done\11A\P7180030.JPG,P7180030_1.jpg,2019-07-18,A11,A11,1,0.7986,Syrphidae,76.3,,Ptilothrix,20.8,Xylocopa_virginica,1.8,0.675,0.9836,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_18_done\11A\P7180031.JPG,P7180031_1.jpg,2019-07-18,A11,A11,1,0.7729,Syrphidae,74.2,,Megachile_sculpturalis,13.5,Xylocopa_virginica,7.9,0.9191,0.9836,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_18_done\11A\P7180032.JPG,P7180032_1.jpg,2019-07-18,A11,A11,1,0.8171,Ptilothrix,99.9,,Anthophora_abrupta,0,Bombus_griseocollis,0,0.0063,0.9181,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_18_done\11A\P7180033.JPG,P7180033_1.jpg,2019-07-18,A11,A11,1,0.8386,Syrphidae,98.8,,Diptera,1.2,Coleoptera,0,0.072,0.9836,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_18_done\11A\P7180034.JPG,P7180034_1.jpg,2019-07-18,A11,A11,1,0.7942,Syrphidae,98.2,,Xylocopa_virginica,0.8,Diptera,0.5,0.12,0.9836,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_18_done\11A\P7180035.JPG,P7180035_1.jpg,2019-07-18,A11,A11,1,0.814,Syrphidae,97.6,,Diptera,2.3,Coleoptera,0,0.1157,0.9836,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,1,,4,NA
Braatz_images\2019_07_18_done\16C\P7180096.JPG,P7180096_1.jpg,2019-07-18,C16,C16,1,0.725,Apis_mellifera,99.6,,Apis_mellifera,0.3,Apis_florea,0,0.0369,0.9707,Hydrangea paniculata,Quick Fire,14001,Open,0,Lacy panicle,4,Pink,1.25,,4,25.9
Braatz_images\2019_07_18_done\16C\P7180097.JPG,P7180097_1.jpg,2019-07-18,C16,C16,1,0.7686,Apis_mellifera,93,,Apis_mellifera,6.7,Apis_florea,0.1,0.2697,0.9707,Hydrangea paniculata,Quick Fire,14001,Open,0,Lacy panicle,4,Pink,1.25,,4,25.9
Braatz_images\2019_07_18_done\16C\P7180098.JPG,P7180098_1.jpg,2019-07-18,C16,C16,1,0.7604,Apis_mellifera,99.3,,Apis_mellifera,0.6,Apis_florea,0.1,0.0469,0.9707,Hydrangea paniculata,Quick Fire,14001,Open,0,Lacy panicle,4,Pink,1.25,,4,25.9
Braatz_images\2019_07_18_done\16C\P7180099.JPG,P7180099_1.jpg,2019-07-18,C16,C16,1,0.7537,Apis_mellifera,81,,Apis_mellifera,18.4,Meliponini,0.3,0.5147,0.9707,Hydrangea paniculata,Quick Fire,14001,Open,0,Lacy panicle,4,Pink,1.25,,4,25.9
Braatz_images\2019_07_18_done\16C\P7180104.JPG,P7180104_1.jpg,2019-07-18,C16,C16,1,0.7241,Syrphidae,94.5,,Diptera,3.8,Wasp,1.4,0.26,0.9836,Hydrangea paniculata,Quick Fire,14001,Open,0,Lacy panicle,4,Pink,1.25,,4,25.9
Braatz_images\2019_07_18_done\16C\P7180105.JPG,P7180105_1.jpg,2019-07-18,C16,C16,1,0.7903,Diptera,96.3,,Coleoptera,3.2,Syrphidae,0.4,0.1849,0.9755,Hydrangea paniculata,Quick Fire,14001,Open,0,Lacy panicle,4,Pink,1.25,,4,25.9
Braatz_images\2019_07_18_done\16C\P7180106.JPG,P7180106_1.jpg,2019-07-18,C16,C16,1,0.765,Diptera,99.8,,Coleoptera,0.2,Syrphidae,0,0.0175,0.9755,Hydrangea paniculata,Quick Fire,14001,Open,0,Lacy panicle,4,Pink,1.25,,4,25.9
Braatz_images\2019_07_18_done\16C\P7180107.JPG,P7180107_1.jpg,2019-07-18,C16,C16,1,0.7721,Syrphidae,54.1,,Diptera,45.4,Coleoptera,0.3,0.7201,0.9836,Hydrangea paniculata,Quick Fire,14001,Open,0,Lacy panicle,4,Pink,1.25,,4,25.9
Braatz_images\2019_07_18_done\3C\P7180081.JPG,P7180081_1.jpg,2019-07-18,C3,C3,1,0.7761,Apis_mellifera,99,,Andrena_florea,0.3,Andrena,0.3,0.0714,0.9707,Hydrangea paniculata,Quick Fire,14011,Open,0,Lacy panicle,4,Pink,1.25,,4,542.8
Braatz_images\2019_07_18_done\3C\P7180082.JPG,P7180082_1.jpg,2019-07-18,C3,C3,1,0.7803,Apis_mellifera,56.1,,Andrena_flavipes,19.3,Apis_mellifera,10,1.393,0.9707,Hydrangea paniculata,Quick Fire,14011,Open,0,Lacy panicle,4,Pink,1.25,,4,542.8
Braatz_images\2019_07_18_done\3C\P7180085.JPG,P7180085_1.jpg,2019-07-18,C3,C3,1,0.7482,Wasp,86,,Hylaeus_leptocephalus,9.8,Coleoptera,1.4,0.5656,0.9575,Hydrangea paniculata,Quick Fire,14011,Open,0,Lacy panicle,4,Pink,1.25,,4,542.8
Braatz_images\2019_07_18_done\3C\P7180089.JPG,P7180089_1.jpg,2019-07-18,C3,C3,1,0.823,Wasp,78,,Stelis,16.9,Nomada,4.9,0.6579,0.9575,Hydrangea paniculata,Quick Fire,14011,Open,0,Lacy panicle,4,Pink,1.25,,4,542.8
Braatz_images\2019_07_18_done\3C\P7180090.JPG,P7180090_1.jpg,2019-07-18,C3,C3,1,0.823,Stelis,97.9,,Wasp,1.6,Nomada,0.4,0.1136,0.9179,Hydrangea paniculata,Quick Fire,14011,Open,0,Lacy panicle,4,Pink,1.25,,4,542.8
Braatz_images\2019_07_18_done\3C\P7180091.JPG,P7180091_1.jpg,2019-07-18,C3,C3,1,0.8217,Wasp,99,,Stelis,0.6,Hylaeus,0.2,0.0661,0.9575,Hydrangea paniculata,Quick Fire,14011,Open,0,Lacy panicle,4,Pink,1.25,,4,542.8
Braatz_images\2019_07_18_done\5A\P7180028.JPG,P7180028_1.jpg,2019-07-18,A5,A5,1,0.717,Coleoptera,51.6,,Hylaeus_modestus,23.2,Wasp,22.5,1.1582,0.9916,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_07_18_done\5B\apis_mellifera.png,apis_mellifera_1.jpg,2019-07-18,B5,B5,1,0.877,Apis_mellifera,99.7,,Apis_mellifera,0.1,Osmia,0,0.0247,0.9707,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\P7180037.JPG,P7180037_1.jpg,2019-07-18,B5,B5,1,0.7073,Wasp,70,,Hylaeus,26.1,Meliponini,1.4,0.8048,0.9575,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\P7180039.JPG,P7180039_1.jpg,2019-07-18,B5,B5,1,0.8198,Diptera,96.1,,Syrphidae,3.8,Coleoptera,0,0.1695,0.9755,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\P7180050.JPG,P7180050_1.jpg,2019-07-18,B5,B5,1,0.7357,Halictus_tripartitus,82.9,,Halictus,16.9,Lasioglossum,0.2,0.4682,0.7959,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\P7180051.JPG,P7180051_1.jpg,2019-07-18,B5,B5,1,0.7232,Lasioglossum,80.5,,Halictus,10.4,Halictus_tripartitus,6.8,0.7243,0.9521,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\P7180053.JPG,P7180053_1.jpg,2019-07-18,B5,B5,1,0.717,Apis_mellifera,99.4,,Apis_mellifera,0.1,Syrphidae,0,0.061,0.9707,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\P7180054.JPG,P7180054_1.jpg,2019-07-18,B5,B5,1,0.7258,Apis_mellifera,99.3,,Apis_mellifera,0.2,Megachile,0.1,0.0624,0.9707,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\P7180057.JPG,P7180057_1.jpg,2019-07-18,B5,B5,1,0.747,Apis_mellifera,99.5,,Apis_mellifera,0.2,Apis_florea,0.1,0.0458,0.9707,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\P7180060.JPG,P7180060_1.jpg,2019-07-18,B5,B5,1,0.7392,Syrphidae,44.3,,Wasp,40.8,Epeolus,11.6,1.1453,0.9836,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\P7180061.JPG,P7180061_1.jpg,2019-07-18,B5,B5,1,0.7025,Wasp,99.9,,Lasioglossum,0,Nomada,0,0.011,0.9575,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\P7180064.JPG,P7180064_1.jpg,2019-07-18,B5,B5,1,0.7923,Apis_mellifera,94.9,,Osmia,2.3,Osmia_bicornis,1.2,0.2926,0.9707,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\P7180065.JPG,P7180065_1.jpg,2019-07-18,B5,B5,1,0.7588,Andrena_ventralis,73,,Andrena,15.6,Apis_mellifera,7.9,0.8981,0.8462,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\P7180066.JPG,P7180066_1.jpg,2019-07-18,B5,B5,1,0.7839,Apis_mellifera,78,,Apis_mellifera,18.7,Colletes_inaequalis,0.8,0.696,0.9707,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\P7180067.JPG,P7180067_1.jpg,2019-07-18,B5,B5,1,0.7845,Colletes_inaequalis,94.6,,Apis_mellifera,3.7,Apis_florea,1,0.2618,0.9022,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\P7180068.JPG,P7180068_1.jpg,2019-07-18,B5,B5,1,0.7996,Apis_mellifera,89.9,,Calliopsis,6.7,Andrena,1,0.4687,0.9707,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\P7180069.JPG,P7180069_1.jpg,2019-07-18,B5,B5,1,0.73,Apis_mellifera,99.2,,Apis_mellifera,0.5,Syrphidae,0.1,0.0639,0.9707,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\P7180070.JPG,P7180070_1.jpg,2019-07-18,B5,B5,1,0.8054,Apis_mellifera,80.7,,Apis_mellifera,17,Apis_florea,1.6,0.5834,0.9707,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\P7180071.JPG,P7180071_1.jpg,2019-07-18,B5,B5,1,0.7797,Apis_mellifera,79.2,,Apis_florea,12.5,Apis_mellifera,8,0.6745,0.9488,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\P7180075.JPG,P7180075_1.jpg,2019-07-18,B5,B5,1,0.761,Wasp,99.9,,Syrphidae,0,Meliponini,0,0.0058,0.9575,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\P7180076.JPG,P7180076_1.jpg,2019-07-18,B5,B5,1,0.746,Wasp,84.2,,Agapostemon_splendens,7.6,Halictus,3.7,0.6868,0.9575,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\P7180079.JPG,P7180079_1.jpg,2019-07-18,B5,B5,1,0.702,Halictus,68.8,,Halictus_tripartitus,28.7,Halictus_ligatus,1.3,0.7323,0.8217,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\wasp.png,wasp_1.jpg,2019-07-18,B5,B5,1,0.7596,Wasp,88.2,,Hylaeus_modestus,4.4,Syrphidae,2.5,0.5893,0.9575,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\5B\wasp2.png,wasp2_1.jpg,2019-07-18,B5,B5,1,0.7978,Wasp,20.5,,Halictus_rubicundus,20.3,Halictus,19.1,2.1411,0.9575,Hydrangea paniculata,Dharuma,5026,Open,Open to half-open,Lacy panicle,4,White,0,,0,5.5
Braatz_images\2019_07_18_done\8B\P7180045.JPG,P7180045_1.jpg,2019-07-18,B8,B8,1,0.8562,Wasp,100,,Syrphidae,0,Coleoptera,0,0.0001,0.9575,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,5,138.7
Braatz_images\2019_07_18_done\9A\P7180019.JPG,P7180019_1.jpg,2019-07-18,A9,A9,1,0.7206,Diptera,100,,Coleoptera,0,Syrphidae,0,0.003,0.9755,Hydrangea paniculata,Fire & Ice,12021,Open,0,Lacy panicle,4,Pink-white,1.5,,8,97.8
Braatz_images\2019_07_18_done\9A\P7180021.JPG,P7180021_1.jpg,2019-07-18,A9,A9,1,0.7837,Syrphidae,83.5,,Wasp,16.5,Diptera,0,0.4504,0.9836,Hydrangea paniculata,Fire & Ice,12021,Open,0,Lacy panicle,4,Pink-white,1.5,,8,97.8
Braatz_images\2019_07_18_done\9A\P7180022.JPG,P7180022_1.jpg,2019-07-18,A9,A9,1,0.7815,Wasp,99.7,,Coleoptera,0.2,Syrphidae,0.1,0.0224,0.9575,Hydrangea paniculata,Fire & Ice,12021,Open,0,Lacy panicle,4,Pink-white,1.5,,8,97.8
Braatz_images\2019_07_18_done\9A\P7180023.JPG,P7180023_1.jpg,2019-07-18,A9,A9,1,0.7449,Coleoptera,100,,Syrphidae,0,Lepidoptera,0,0.0004,0.9916,Hydrangea paniculata,Fire & Ice,12021,Open,0,Lacy panicle,4,Pink-white,1.5,,8,97.8
Braatz_images\2019_07_24_done\5A\P7240412.JPG,P7240412_1.jpg,2019-07-24,A5,A5,1,0.7295,Diptera,99.7,,Syrphidae,0.3,Augochlora,0,0.0223,0.9755,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_07_24_done\5A\P7240413.JPG,P7240413_1.jpg,2019-07-24,A5,A5,1,0.77,Diptera,100,,Syrphidae,0,Coleoptera,0,0.0029,0.9755,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_07_24_done\5A\P7240414.JPG,P7240414_1.jpg,2019-07-24,A5,A5,1,0.767,Diptera,99.9,,Syrphidae,0.1,Coleoptera,0,0.006,0.9755,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
Braatz_images\2019_07_24_done\5A\P7240415.JPG,P7240415_1.jpg,2019-07-24,A5,A5,1,0.7651,Diptera,100,,Syrphidae,0,Coleoptera,0,0.001,0.9755,Hydrangea paniculata,Quick Fire,5079,Open,0,Lacy panicle,4,Pink,1.25,,4,98.6
