original_image_file,cropped_image_file,Date,Tag Number,Tag Number 3,det_num,det_confidence,species1,prob1,Human_verified_spp,species2,prob2,species3,prob3,entropy,classification_precision,Species,Trademark/Cultivar,AscensionNumber,EYB_Inflorescence Type,RHS_InflorescentType,Flower Type,False Sepals,Color,SterileFloretLength(in),SterileFloretLength(cm),PanicleLength(in),AvgInflorescencesPerPanicle
Braatz_images\2019_09_19_done\10A\P9062668.JPG,P9062668_1.jpg,2019-09-19,A10,A10,1,0.7527,Bombus_impatiens,98.3,,Bombus_bimaculatus,0.7,Bombus_rufocinctus,0.3,0.1122,0.9491,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\2019_09_19_done\10A\P9062669.JPG,P9062669_1.jpg,2019-09-19,A10,A10,1,0.8138,Wasp,99.9,,Syrphidae,0.1,Hylaeus,0,0.0063,0.9575,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\2019_09_19_done\10A\P9062670.JPG,P9062670_1.jpg,2019-09-19,A10,A10,1,0.887,Wasp,100,,Coleoptera,0,Syrphidae,0,0.0003,0.9575,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\2019_09_19_done\10A\P9062672.JPG,P9062672_1.jpg,2019-09-19,A10,A10,1,0.8674,Bombus_impatiens,94.3,,Bombus_bimaculatus,5.3,Bombus_griseocollis,0.3,0.2336,0.9491,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\2019_09_19_done\10A\P9062673.JPG,P9062673_1.jpg,2019-09-19,A10,A10,1,0.8887,Bombus_impatiens,99.8,,Bombus_bimaculatus,0.1,Habropoda,0,0.0181,0.9491,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\2019_09_19_done\10A\P9062674.JPG,P9062674_1.jpg,2019-09-19,A10,A10,1,0.8557,Apis_mellifera,99.4,,Andrena,0.2,Andrena_flavipes,0.1,0.0529,0.9707,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\2019_09_19_done\10A\P9062675.JPG,P9062675_1.jpg,2019-09-19,A10,A10,1,0.8578,Apis_mellifera,98.5,,Andrena_flavipes,0.5,Halictus_scabiosae,0.3,0.1138,0.9707,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\2019_09_19_done\10A\P9062676.JPG,P9062676_1.jpg,2019-09-19,A10,A10,1,0.8663,Apis_mellifera,99.8,,Syrphidae,0,Apis_mellifera,0,0.0161,0.9707,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\2019_09_19_done\10A\P9062677.JPG,P9062677_1.jpg,2019-09-19,A10,A10,1,0.847,Apis_mellifera,99.3,,Andrena,0.2,Andrena_haemorrhoa,0.1,0.0597,0.9707,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\2019_09_19_done\10A\P9062678.JPG,P9062678_1.jpg,2019-09-19,A10,A10,1,0.7337,Bombus_impatiens,84.3,,Bombus_bimaculatus,7.1,Bombus_griseocollis,5.5,0.637,0.9491,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\2019_09_19_done\10A\P9062679.JPG,P9062679_1.jpg,2019-09-19,A10,A10,1,0.7799,Apis_mellifera,99.1,,Andrena,0.2,Colletes,0.1,0.0773,0.9707,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\2019_09_19_done\10A\P9062680.JPG,P9062680_1.jpg,2019-09-19,A10,A10,1,0.8045,Apis_mellifera,95.4,,Apis_mellifera,3.4,Andrena_flavipes,0.3,0.2334,0.9707,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\2019_09_19_done\10A\P9062682.JPG,P9062682_1.jpg,2019-09-19,A10,A10,1,0.8183,Bombus_impatiens,98.8,,Bombus_griseocollis,0.7,Xylocopa_virginica,0.2,0.0856,0.9491,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\2019_09_19_done\10A\P9062683.JPG,P9062683_1.jpg,2019-09-19,A10,A10,1,0.7914,Bombus_impatiens,96.8,,Bombus_affinis,0.7,Bombus_griseocollis,0.5,0.2378,0.9491,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\2019_09_19_done\10A\P9062684.JPG,P9062684_1.jpg,2019-09-19,A10,A10,1,0.877,Bombus_impatiens,98.2,,Bombus_griseocollis,0.8,Anthophora_abrupta,0.2,0.1317,0.9491,Hydrangea paniculata,Pinky Winky,7045,Half-open,0,Lacy panicle,4,Pink-white,0,,0,79
Braatz_images\2019_09_19_done\11D\P9062837.JPG,P9062837_1.jpg,2019-09-19,D11,D11,1,0.7239,Bombus_impatiens,99.6,,Bombus_bimaculatus,0.2,Bombus_vagans_sandersoni,0.1,0.0324,0.9491,Hydrangea paniculata,Kyushu,93021,Open,Open,Lacy panicle,NA,White,1,,10,404.7
Braatz_images\2019_09_19_done\11D\P9062838.JPG,P9062838_1.jpg,2019-09-19,D11,D11,1,0.7799,Bombus_impatiens,96.7,,Bombus_affinis,1.9,Bombus_bimaculatus,0.7,0.1942,0.9491,Hydrangea paniculata,Kyushu,93021,Open,Open,Lacy panicle,NA,White,1,,10,404.7
Braatz_images\2019_09_19_done\11D\P9062839.JPG,P9062839_1.jpg,2019-09-19,D11,D11,1,0.7713,Bombus_impatiens,98.9,,Bombus_bimaculatus,0.9,Bombus_wilmattae,0.1,0.0683,0.9491,Hydrangea paniculata,Kyushu,93021,Open,Open,Lacy panicle,NA,White,1,,10,404.7
Braatz_images\2019_09_19_done\11D\P9062840.JPG,P9062840_1.jpg,2019-09-19,D11,D11,1,0.7756,Bombus_impatiens,99,,Bombus_bimaculatus,0.7,Bombus_griseocollis,0.1,0.0658,0.9491,Hydrangea paniculata,Kyushu,93021,Open,Open,Lacy panicle,NA,White,1,,10,404.7
Braatz_images\2019_09_19_done\11D\P9062841.JPG,P9062841_1.jpg,2019-09-19,D11,D11,1,0.7595,Bombus_impatiens,98.9,,Bombus_griseocollis,0.3,Bombus_bimaculatus,0.2,0.09,0.9491,Hydrangea paniculata,Kyushu,93021,Open,Open,Lacy panicle,NA,White,1,,10,404.7
Braatz_images\2019_09_19_done\11D\P9062843.JPG,P9062843_1.jpg,2019-09-19,D11,D11,1,0.8227,Wasp,99.9,,Nomada,0,Hylaeus,0,0.0092,0.9575,Hydrangea paniculata,Kyushu,93021,Open,Open,Lacy panicle,NA,White,1,,10,404.7
Braatz_images\2019_09_19_done\11D\P9062844.JPG,P9062844_1.jpg,2019-09-19,D11,D11,1,0.7373,Bombus_impatiens,73.4,,Bombus_affinis,10.2,Bombus_griseocollis,8.7,1.0428,0.9491,Hydrangea paniculata,Kyushu,93021,Open,Open,Lacy panicle,NA,White,1,,10,404.7
Braatz_images\2019_09_19_done\11D\P9062845.JPG,P9062845_1.jpg,2019-09-19,D11,D11,1,0.7608,Bombus_impatiens,99.1,,Bombus_bimaculatus,0.4,Bombus_affinis,0.1,0.0677,0.9491,Hydrangea paniculata,Kyushu,93021,Open,Open,Lacy panicle,NA,White,1,,10,404.7
Braatz_images\2019_09_19_done\11D\P9062846.JPG,P9062846_1.jpg,2019-09-19,D11,D11,1,0.7493,Bombus_impatiens,51.4,,Bombus_bimaculatus,44.2,Bombus_vagans_sandersoni,1.4,0.9578,0.9491,Hydrangea paniculata,Kyushu,93021,Open,Open,Lacy panicle,NA,White,1,,10,404.7
Braatz_images\2019_09_19_done\11D\P9062847.JPG,P9062847_1.jpg,2019-09-19,D11,D11,1,0.7518,Bombus_impatiens,90.6,,Bombus_affinis,8.4,Bombus_griseocollis,0.3,0.3664,0.9491,Hydrangea paniculata,Kyushu,93021,Open,Open,Lacy panicle,NA,White,1,,10,404.7
Braatz_images\2019_09_19_done\11D\P9062848.JPG,P9062848_1.jpg,2019-09-19,D11,D11,1,0.7743,Bombus_impatiens,99,,Bombus_vagans_sandersoni,0.3,Bombus_rufocinctus,0.2,0.0752,0.9491,Hydrangea paniculata,Kyushu,93021,Open,Open,Lacy panicle,NA,White,1,,10,404.7
Braatz_images\2019_09_19_done\11D\P9062849.JPG,P9062849_1.jpg,2019-09-19,D11,D11,1,0.7255,Bombus_citrinus,42,,Bombus_ternarius,9.8,Bombus_vagans_sandersoni,9.3,2.0862,0.9618,Hydrangea paniculata,Kyushu,93021,Open,Open,Lacy panicle,NA,White,1,,10,404.7
Braatz_images\2019_09_19_done\12D\P9062829.JPG,P9062829_1.jpg,2019-09-19,D12,D12,1,0.7149,Bombus_impatiens,98.7,,Bombus_bimaculatus,0.8,Bombus_affinis,0.2,0.0927,0.9491,Hydrangea paniculata,Phantom,1004,Dense,Very dense,Mop-like panicle,4,White,1.5,,10,98.3
Braatz_images\2019_09_19_done\12D\P9062830.JPG,P9062830_1.jpg,2019-09-19,D12,D12,1,0.7665,Wasp,98.2,,Coleoptera,1.5,Hylaeus,0.1,0.0994,0.9575,Hydrangea paniculata,Phantom,1004,Dense,Very dense,Mop-like panicle,4,White,1.5,,10,98.3
Braatz_images\2019_09_19_done\12D\P9062831.JPG,P9062831_1.jpg,2019-09-19,D12,D12,1,0.7598,Wasp,99.9,,Coleoptera,0,Syrphidae,0,0.0086,0.9575,Hydrangea paniculata,Phantom,1004,Dense,Very dense,Mop-like panicle,4,White,1.5,,10,98.3
Braatz_images\2019_09_19_done\12D\P9062832.JPG,P9062832_1.jpg,2019-09-19,D12,D12,1,0.8127,Wasp,100,,Coleoptera,0,Sphecodes,0,0.0012,0.9575,Hydrangea paniculata,Phantom,1004,Dense,Very dense,Mop-like panicle,4,White,1.5,,10,98.3
Braatz_images\2019_09_19_done\12D\P9062835.JPG,P9062835_1.jpg,2019-09-19,D12,D12,1,0.7433,Bombus_impatiens,98.4,,Bombus_melanopygus,0.5,Bombus_vancouverensis,0.3,0.1198,0.9491,Hydrangea paniculata,Phantom,1004,Dense,Very dense,Mop-like panicle,4,White,1.5,,10,98.3
Braatz_images\2019_09_19_done\13B\P9062741.JPG,P9062741_1.jpg,2019-09-19,B13,B13,1,0.788,Bombus_impatiens,99.7,,Bombus_affinis,0.1,Bombus_bimaculatus,0.1,0.029,0.9491,Hydrangea paniculata,Pinky Winky,7045,Dense,Dense,Lacy panicle,5,Pink-white,1.25,,11,91.2
Braatz_images\2019_09_19_done\13B\P9062742.JPG,P9062742_1.jpg,2019-09-19,B13,B13,1,0.7811,Bombus_impatiens,99.4,,Anthophora_abrupta,0.4,Bombus_bimaculatus,0.1,0.0486,0.9491,Hydrangea paniculata,Pinky Winky,7045,Dense,Dense,Lacy panicle,5,Pink-white,1.25,,11,91.2
Braatz_images\2019_09_19_done\13B\P9062744.JPG,P9062744_1.jpg,2019-09-19,B13,B13,1,0.8043,Bombus_impatiens,98,,Bombus_griseocollis,0.6,Bombus_affinis,0.3,0.1551,0.9491,Hydrangea paniculata,Pinky Winky,7045,Dense,Dense,Lacy panicle,5,Pink-white,1.25,,11,91.2
Braatz_images\2019_09_19_done\13B\P9062745.JPG,P9062745_1.jpg,2019-09-19,B13,B13,1,0.7746,Bombus_impatiens,98.9,,Xylocopa_virginica,0.3,Bombus_griseocollis,0.1,0.0975,0.9491,Hydrangea paniculata,Pinky Winky,7045,Dense,Dense,Lacy panicle,5,Pink-white,1.25,,11,91.2
Braatz_images\2019_09_19_done\13B\P9062746.JPG,P9062746_1.jpg,2019-09-19,B13,B13,1,0.7725,Bombus_impatiens,98.8,,Bombus_griseocollis,0.4,Bombus_ternarius,0.1,0.0981,0.9491,Hydrangea paniculata,Pinky Winky,7045,Dense,Dense,Lacy panicle,5,Pink-white,1.25,,11,91.2
Braatz_images\2019_09_19_done\13B\P9062747.JPG,P9062747_1.jpg,2019-09-19,B13,B13,1,0.7893,Apis_mellifera,99.9,,Bombus_huntii,0,Xylocopa_micans,0,0.0102,0.9707,Hydrangea paniculata,Pinky Winky,7045,Dense,Dense,Lacy panicle,5,Pink-white,1.25,,11,91.2
Braatz_images\2019_09_19_done\13B\P9062748.JPG,P9062748_1.jpg,2019-09-19,B13,B13,1,0.7514,Bombus_impatiens,100,,Bombus_griseocollis,0,Bombus_affinis,0,0.0041,0.9491,Hydrangea paniculata,Pinky Winky,7045,Dense,Dense,Lacy panicle,5,Pink-white,1.25,,11,91.2
Braatz_images\2019_09_19_done\13B\P9062749.JPG,P9062749_1.jpg,2019-09-19,B13,B13,1,0.7683,Bombus_impatiens,100,,Bombus_vagans_sandersoni,0,Bombus_rufocinctus,0,0.004,0.9491,Hydrangea paniculata,Pinky Winky,7045,Dense,Dense,Lacy panicle,5,Pink-white,1.25,,11,91.2
Braatz_images\2019_09_19_done\13B\P9062750.JPG,P9062750_1.jpg,2019-09-19,B13,B13,1,0.8223,Bombus_impatiens,99.4,,Bombus_griseocollis,0.3,Bombus_affinis,0.1,0.0514,0.9491,Hydrangea paniculata,Pinky Winky,7045,Dense,Dense,Lacy panicle,5,Pink-white,1.25,,11,91.2
Braatz_images\2019_09_19_done\16D\P9062855.JPG,P9062855_1.jpg,2019-09-19,D16,D16,1,0.7063,Bombus_impatiens,99.8,,Bombus_affinis,0.1,Bombus_bimaculatus,0.1,0.0163,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062856.JPG,P9062856_1.jpg,2019-09-19,D16,D16,1,0.7557,Bombus_impatiens,82.8,,Bombus_bimaculatus,13.9,Bombus_griseocollis,1.8,0.5838,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062857.JPG,P9062857_1.jpg,2019-09-19,D16,D16,1,0.7332,Bombus_impatiens,99.5,,Habropoda,0.2,Bombus_griseocollis,0,0.0426,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062858.JPG,P9062858_1.jpg,2019-09-19,D16,D16,1,0.7671,Bombus_impatiens,98.8,,Xylocopa_virginica,0.5,Bombus_bimaculatus,0.2,0.09,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062859.JPG,P9062859_1.jpg,2019-09-19,D16,D16,1,0.7911,Bombus_impatiens,99.2,,Xylocopa_virginica,0.1,Bombus_griseocollis,0.1,0.072,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062860.JPG,P9062860_1.jpg,2019-09-19,D16,D16,1,0.7668,Bombus_impatiens,93.6,,Bombus_griseocollis,3.4,Bombus_bimaculatus,2.3,0.3111,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062861.JPG,P9062861_1.jpg,2019-09-19,D16,D16,1,0.7324,Syrphidae,62.2,,Diptera,35.5,Coleoptera,0.5,0.8105,0.9836,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062862.JPG,P9062862_1.jpg,2019-09-19,D16,D16,1,0.7856,Bombus_impatiens,96.4,,Bombus_bimaculatus,1.5,Andrena_vaga,0.9,0.2195,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062863.JPG,P9062863_1.jpg,2019-09-19,D16,D16,1,0.7856,Bombus_impatiens,92.2,,Bombus_affinis,7.1,Bombus_ternarius,0.2,0.3168,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062864.JPG,P9062864_1.jpg,2019-09-19,D16,D16,1,0.7476,Bombus_impatiens,92.4,,Bombus_griseocollis,5.9,Bombus_affinis,0.5,0.3438,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062865.JPG,P9062865_1.jpg,2019-09-19,D16,D16,1,0.765,Bombus_impatiens,99.7,,Centris,0.1,Bombus_griseocollis,0.1,0.0268,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062866.JPG,P9062866_1.jpg,2019-09-19,D16,D16,1,0.759,Bombus_impatiens,92.8,,Bombus_bimaculatus,5.6,Bombus_perplexus,0.5,0.3354,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062869.JPG,P9062869_1.jpg,2019-09-19,D16,D16,1,0.7883,Bombus_impatiens,99.3,,Bombus_bimaculatus,0.4,Bombus_griseocollis,0.2,0.0558,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062870.JPG,P9062870_1.jpg,2019-09-19,D16,D16,1,0.8024,Bombus_impatiens,97.9,,Bombus_vagans_sandersoni,0.9,Bombus_griseocollis,0.7,0.1363,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062871.JPG,P9062871_1.jpg,2019-09-19,D16,D16,1,0.8001,Bombus_impatiens,99,,Bombus_bimaculatus,0.3,Bombus_affinis,0.2,0.0761,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062872.JPG,P9062872_1.jpg,2019-09-19,D16,D16,1,0.7869,Bombus_impatiens,75.8,,Bombus_rufocinctus,17.2,Bombus_griseocollis,1.9,0.862,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062873.JPG,P9062873_1.jpg,2019-09-19,D16,D16,1,0.7828,Bombus_rufocinctus,71.5,,Bombus_impatiens,19.6,Bombus_affinis,3.4,0.947,0.9515,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062874.JPG,P9062874_1.jpg,2019-09-19,D16,D16,1,0.7974,Bombus_impatiens,89.2,,Bombus_affinis,6.5,Bombus_vagans_sandersoni,2.3,0.49,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062876.JPG,P9062876_1.jpg,2019-09-19,D16,D16,1,0.8323,Bombus_impatiens,72.9,,Bombus_rufocinctus,10.2,Bombus_affinis,8.3,1.0015,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062877.JPG,P9062877_1.jpg,2019-09-19,D16,D16,1,0.8014,Bombus_impatiens,99.4,,Bombus_affinis,0.1,Xylocopa_virginica,0.1,0.047,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062878.JPG,P9062878_1.jpg,2019-09-19,D16,D16,1,0.8141,Bombus_impatiens,96.2,,Bombus_bimaculatus,3.5,Bombus_vagans_sandersoni,0.1,0.1768,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062879.JPG,P9062879_1.jpg,2019-09-19,D16,D16,1,0.7993,Bombus_pauloensis,69.4,,Bombus_impatiens,26.5,Bombus_bimaculatus,1.7,0.8055,0.8466,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062880.JPG,P9062880_1.jpg,2019-09-19,D16,D16,1,0.8399,Bombus_impatiens,99.1,,Bombus_griseocollis,0.3,Bombus_bimaculatus,0.2,0.0709,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062881.JPG,P9062881_1.jpg,2019-09-19,D16,D16,1,0.7841,Bombus_impatiens,99.8,,Bombus_bimaculatus,0.1,Bombus_affinis,0,0.0228,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062882.JPG,P9062882_1.jpg,2019-09-19,D16,D16,1,0.8241,Bombus_impatiens,97.8,,Bombus_vagans_sandersoni,1,Bombus_bimaculatus,0.7,0.1379,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062883.JPG,P9062883_1.jpg,2019-09-19,D16,D16,1,0.8362,Bombus_impatiens,99.2,,Bombus_griseocollis,0.4,Bombus_bimaculatus,0.2,0.0544,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062884.JPG,P9062884_1.jpg,2019-09-19,D16,D16,1,0.883,Bombus_impatiens,99.7,,Bombus_bimaculatus,0.2,Bombus_vagans_sandersoni,0.1,0.0256,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\16D\P9062885.JPG,P9062885_1.jpg,2019-09-19,D16,D16,1,0.7821,Bombus_impatiens,80.2,,Bombus_griseocollis,12.1,Bombus_affinis,5.8,0.7137,0.9491,Hydrangea paniculata,Green Spire,95054,Open,Open to half-open,Lacy panicle,4,Green-white,1.25,,10,109.8
Braatz_images\2019_09_19_done\18B\P9062752.JPG,P9062752_1.jpg,2019-09-19,B18,B18,1,0.8121,Bombus_impatiens,98.9,,Bombus_bimaculatus,0.7,Bombus_griseocollis,0.4,0.076,0.9491,Hydrangea paniculata,Big Ben,1126,Dense,Half-open,Lacy panicle,4,White,1.5,,10,NA
Braatz_images\2019_09_19_done\18B\P9062753.JPG,P9062753_1.jpg,2019-09-19,B18,B18,1,0.7963,Bombus_griseocollis,56.6,,Bombus_impatiens,10.9,Bombus_citrinus,8.2,1.6413,0.9572,Hydrangea paniculata,Big Ben,1126,Dense,Half-open,Lacy panicle,4,White,1.5,,10,NA
Braatz_images\2019_09_19_done\18B\P9062754.JPG,P9062754_1.jpg,2019-09-19,B18,B18,1,0.8524,Bombus_impatiens,99.5,,Bombus_bimaculatus,0.3,Bombus_griseocollis,0.1,0.0365,0.9491,Hydrangea paniculata,Big Ben,1126,Dense,Half-open,Lacy panicle,4,White,1.5,,10,NA
Braatz_images\2019_09_19_done\18B\P9062755.JPG,P9062755_1.jpg,2019-09-19,B18,B18,1,0.7776,Bombus_impatiens,99.6,,Xylocopa_virginica,0.1,Bombus_griseocollis,0.1,0.0401,0.9491,Hydrangea paniculata,Big Ben,1126,Dense,Half-open,Lacy panicle,4,White,1.5,,10,NA
Braatz_images\2019_09_19_done\18B\P9062756.JPG,P9062756_1.jpg,2019-09-19,B18,B18,1,0.8073,Bombus_impatiens,96.7,,Bombus_bimaculatus,0.9,Bombus_griseocollis,0.7,0.2041,0.9491,Hydrangea paniculata,Big Ben,1126,Dense,Half-open,Lacy panicle,4,White,1.5,,10,NA
Braatz_images\2019_09_19_done\18B\P9062758.JPG,P9062758_1.jpg,2019-09-19,B18,B18,1,0.7895,Bombus_impatiens,99.5,,Bombus_griseocollis,0.1,Bombus_affinis,0.1,0.0442,0.9491,Hydrangea paniculata,Big Ben,1126,Dense,Half-open,Lacy panicle,4,White,1.5,,10,NA
Braatz_images\2019_09_19_done\18B\P9062759.JPG,P9062759_1.jpg,2019-09-19,B18,B18,1,0.7909,Apis_mellifera,97.3,,Apis_mellifera,1.9,Apis_dorsata,0.2,0.1591,0.9707,Hydrangea paniculata,Big Ben,1126,Dense,Half-open,Lacy panicle,4,White,1.5,,10,NA
Braatz_images\2019_09_19_done\1D\P9062769.JPG,P9062769_1.jpg,2019-09-19,D1,D1,1,0.743,Bombus_impatiens,98.1,,Bombus_griseocollis,0.7,Xylocopa_virginica,0.6,0.1249,0.9491,Hydrangea paniculata,Floribunda,87273-0,Open,Half-open,Lacy panicle,4,White,0,,0,243
Braatz_images\2019_09_19_done\1D\P9062770.JPG,P9062770_1.jpg,2019-09-19,D1,D1,1,0.7945,Bombus_impatiens,99,,Bombus_griseocollis,0.3,Bombus_bimaculatus,0.3,0.0684,0.9491,Hydrangea paniculata,Floribunda,87273-0,Open,Half-open,Lacy panicle,4,White,0,,0,243
Braatz_images\2019_09_19_done\1D\P9062771.JPG,P9062771_1.jpg,2019-09-19,D1,D1,1,0.7496,Bombus_impatiens,93.1,,Bombus_vagans_sandersoni,1.7,Bombus_rufocinctus,1.2,0.3988,0.9491,Hydrangea paniculata,Floribunda,87273-0,Open,Half-open,Lacy panicle,4,White,0,,0,243
Braatz_images\2019_09_19_done\1D\P9062772.JPG,P9062772_1.jpg,2019-09-19,D1,D1,1,0.8554,Bombus_impatiens,98.7,,Bombus_griseocollis,0.9,Bombus_bimaculatus,0.3,0.0821,0.9491,Hydrangea paniculata,Floribunda,87273-0,Open,Half-open,Lacy panicle,4,White,0,,0,243
Braatz_images\2019_09_19_done\1D\P9062774.JPG,P9062774_1.jpg,2019-09-19,D1,D1,1,0.7798,Bombus_impatiens,98.4,,Bombus_bimaculatus,0.9,Bombus_griseocollis,0.3,0.1016,0.9491,Hydrangea paniculata,Floribunda,87273-0,Open,Half-open,Lacy panicle,4,White,0,,0,243
Braatz_images\2019_09_19_done\1D\P9062775.JPG,P9062775_1.jpg,2019-09-19,D1,D1,1,0.7216,Bombus_impatiens,97.9,,Bombus_bimaculatus,0.4,Andrena_milwaukeensis,0.4,0.1598,0.9491,Hydrangea paniculata,Floribunda,87273-0,Open,Half-open,Lacy panicle,4,White,0,,0,243
Braatz_images\2019_09_19_done\1D\P9062776.JPG,P9062776_1.jpg,2019-09-19,D1,D1,1,0.7601,Bombus_impatiens,98.3,,Bombus_bimaculatus,0.6,Bombus_vagans_sandersoni,0.2,0.1286,0.9491,Hydrangea paniculata,Floribunda,87273-0,Open,Half-open,Lacy panicle,4,White,0,,0,243
