original_image_file,cropped_image_file,det_num,det_confidence,species1,prob1,species2,prob2,species3,prob3,entropy,classification_precision
Braatz_images\20-07-10_done\B5\Q7106610.JPG,Q7106610_2.jpg,2,0.3234,Coleoptera,40.9,Lepidoptera,36.8,Wasp,3.2,1.9032,0.9916
Braatz_images\20-07-10_done\B5\Q7106611.JPG,Q7106611_1.jpg,1,0.6706,Nomioides,41.2,Lasioglossum,36.1,Halictus_tripartitus,7.5,1.4559,0.8475
Braatz_images\20-07-10_done\B5\Q7106612.JPG,Q7106612_1.jpg,1,0.6907,Halictus,55.3,Lasioglossum,28.8,Halictus_tripartitus,12.8,1.1029,0.8217
Braatz_images\20-07-10_done\B5\Q7106612.JPG,Q7106612_2.jpg,2,0.5514,Diptera,99.9,Syrphidae,0.1,Nomada,0.0,0.0103,0.9755
Braatz_images\20-07-10_done\B5\Q7106613.JPG,Q7106613_1.jpg,1,0.8222,Apis_mellifera,98.0,Apis_cerana,1.2,Andrena_hirticincta,0.2,0.1312,0.9707
Braatz_images\20-07-10_done\B5\Q7106614.JPG,Q7106614_1.jpg,1,0.8143,Apis_mellifera,99.4,Syrphidae,0.1,Apis_cerana,0.1,0.0584,0.9707
Braatz_images\20-07-10_done\B5\Q7106615.JPG,Q7106615_1.jpg,1,0.7690,Apis_mellifera,96.0,Apis_cerana,1.7,Xylocopa,0.7,0.2512,0.9707
Braatz_images\20-07-10_done\B5\Q7106616.JPG,Q7106616_1.jpg,1,0.7497,Apis_mellifera,99.9,Apis_cerana,0.0,Colletes_hederae,0.0,0.0104,0.9707
Braatz_images\20-07-10_done\B5\Q7106617.JPG,Q7106617_1.jpg,1,0.7358,Apis_mellifera,99.2,Xylocopa_micans,0.2,Apis_cerana,0.1,0.0634,0.9707
Braatz_images\20-07-10_done\B5\Q7106617.JPG,Q7106617_2.jpg,2,0.6099,Coleoptera,99.9,Wasp,0.1,Syrphidae,0.0,0.0074,0.9916
Braatz_images\20-07-10_done\B5\Q7106618.JPG,Q7106618_1.jpg,1,0.7362,Coleoptera,100.0,Wasp,0.0,Syrphidae,0.0,0.0039,0.9916
Braatz_images\20-07-10_done\B5\Q7106619.JPG,Q7106619_1.jpg,1,0.8031,Diptera,99.4,Syrphidae,0.6,Coleoptera,0.0,0.0362,0.9755
Braatz_images\20-07-10_done\B5\Q7106620.JPG,Q7106620_1.jpg,1,0.7902,Diptera,100.0,Syrphidae,0.0,Coleoptera,0.0,0.0017,0.9755
Braatz_images\20-07-10_done\B5\Q7106620.JPG,Q7106620_2.jpg,2,0.6176,Halictus,82.8,Lasioglossum,10.3,Halictus_tripartitus,1.7,0.7125,0.8217
Braatz_images\20-07-10_done\B5\Q7106621.JPG,Q7106621_1.jpg,1,0.6638,Halictus,97.7,Halictus_tripartitus,1.1,Halictus_rubicundus,0.4,0.1424,0.8217
Braatz_images\20-07-10_done\B5\Q7106621.JPG,Q7106621_2.jpg,2,0.2538,Chelostoma,68.1,Heriades,25.0,Meliponini,1.7,0.9612,0.9093
Braatz_images\20-07-10_done\B5\Q7106622.JPG,Q7106622_1.jpg,1,0.6527,Halictus,77.2,Halictus_rubicundus,12.4,Colletes_inaequalis,2.7,0.9007,0.8217
Braatz_images\20-07-10_done\B5\Q7106622.JPG,Q7106622_2.jpg,2,0.6297,Coleoptera,100.0,Syrphidae,0.0,Wasp,0.0,0.0010,0.9916
Braatz_images\20-07-10_done\B5\Q7106623.JPG,Q7106623_1.jpg,1,0.6584,Halictus,78.8,Halictus_rubicundus,10.7,Halictus_tripartitus,4.1,0.7992,0.8217
Braatz_images\20-07-10_done\B5\Q7106623.JPG,Q7106623_2.jpg,2,0.5126,Coleoptera,100.0,Lepidoptera,0.0,Syrphidae,0.0,0.0021,0.9916
Braatz_images\20-07-10_done\B5\Q7106624.JPG,Q7106624_1.jpg,1,0.6840,Halictus,95.2,Halictus_tripartitus,2.7,Lasioglossum,1.3,0.2431,0.8217
Braatz_images\20-07-10_done\B5\Q7106624.JPG,Q7106624_2.jpg,2,0.6036,Coleoptera,99.1,Chelostoma,0.4,Syrphidae,0.1,0.0678,0.9916
Braatz_images\20-07-10_done\B5\Q7106625.JPG,Q7106625_1.jpg,1,0.6900,Hylaeus,61.0,Lasioglossum,22.4,Ceylalictus,7.5,1.2165,0.9337
Braatz_images\20-07-10_done\B5\Q7106625.JPG,Q7106625_2.jpg,2,0.6116,Halictus_tripartitus,67.1,Halictus,28.2,Lasioglossum,3.7,0.7997,0.7959
Braatz_images\20-07-10_done\B5\Q7106625.JPG,Q7106625_3.jpg,3,0.4113,Hylaeus_modestus,43.7,Meliponini,33.9,Hylaeus,9.3,1.5528,0.8886
Braatz_images\20-07-10_done\B5\Q7106626.JPG,Q7106626_1.jpg,1,0.7196,Lasioglossum,90.0,Halictus_tripartitus,4.8,Ceylalictus,2.9,0.4750,0.9521
Braatz_images\20-07-10_done\B5\Q7106626.JPG,Q7106626_2.jpg,2,0.6329,Halictus_tripartitus,71.1,Lasioglossum,10.3,Halictus,9.8,0.9801,0.7959
Braatz_images\20-07-10_done\B5\Q7106626.JPG,Q7106626_3.jpg,3,0.6019,Meliponini,86.6,Ceratina,3.6,Xylocopa_latipes,2.2,0.7648,0.9634
Braatz_images\20-07-10_done\B5\Q7106627.JPG,Q7106627_1.jpg,1,0.7284,Halictus_tripartitus,92.5,Lasioglossum,6.7,Halictus,0.7,0.2951,0.7959
Braatz_images\20-07-10_done\B5\Q7106627.JPG,Q7106627_2.jpg,2,0.4873,Halictus_tripartitus,71.5,Lasioglossum,20.5,Halictus,6.7,0.8314,0.7959
Braatz_images\20-07-10_done\B5\Q7106627.JPG,Q7106627_3.jpg,3,0.3559,Ceylalictus,38.7,Perdita,31.8,Halictus_tripartitus,13.6,1.5503,0.9444
Braatz_images\20-07-10_done\B5\Q7106627.JPG,Q7106627_4.jpg,4,0.3531,Coleoptera,100.0,Lepidoptera,0.0,Wasp,0.0,0.0000,0.9916
Braatz_images\20-07-10_done\B5\Q7106628.JPG,Q7106628_1.jpg,1,0.7193,Wasp,96.0,Syrphidae,3.6,Coleoptera,0.3,0.1825,0.9575
Braatz_images\20-07-10_done\B5\Q7106628.JPG,Q7106628_2.jpg,2,0.3098,Ceylalictus,49.1,Meliponini,20.9,Ceratina,13.6,1.6007,0.9444
Braatz_images\20-07-10_done\B5\Q7106629.JPG,Q7106629_1.jpg,1,0.7469,Syrphidae,91.4,Coleoptera,7.4,Wasp,0.5,0.3516,0.9836
Braatz_images\20-07-10_done\B5\Q7106630.JPG,Q7106630_1.jpg,1,0.8236,Apis_mellifera,99.2,Apis_cerana,0.3,Syrphidae,0.1,0.0689,0.9707
Braatz_images\20-07-10_done\B5\Q7106630.JPG,Q7106630_2.jpg,2,0.7396,Wasp,99.9,Nomada,0.1,Syrphidae,0.0,0.0090,0.9575
Braatz_images\20-07-10_done\B5\Q7106630.JPG,Q7106630_3.jpg,3,0.4183,Meliponini,50.2,Wasp,21.3,Hylaeus_modestus,11.5,1.7682,0.9634
Braatz_images\20-07-10_done\B5\Q7106631.JPG,Q7106631_1.jpg,1,0.7889,Halictus_rubicundus,99.4,Halictus_ligatus,0.4,Halictus,0.1,0.0460,0.8679
Braatz_images\20-07-10_done\B5\Q7106631.JPG,Q7106631_2.jpg,2,0.2385,Syrphidae,98.5,Coleoptera,1.1,Diptera,0.3,0.0902,0.9836
Braatz_images\20-07-10_done\B5\Q7106632.JPG,Q7106632_1.jpg,1,0.7814,Halictus_rubicundus,94.2,Halictus,4.1,Halictus_ligatus,1.2,0.2763,0.8679
Braatz_images\20-07-10_done\B5\Q7106632.JPG,Q7106632_2.jpg,2,0.4155,Syrphidae,97.0,Coleoptera,2.1,Diptera,0.7,0.1610,0.9836
Braatz_images\20-07-10_done\B5\Q7106633.JPG,Q7106633_1.jpg,1,0.7421,Halictus_rubicundus,96.1,Halictus,1.6,Halictus_ligatus,1.5,0.2168,0.8679
Braatz_images\20-07-10_done\B5\Q7106725.JPG,NA,NA,,,,,,,,,
Braatz_images\20-07-10_done\B5\Q7106726.JPG,Q7106726_1.jpg,1,0.8268,Wasp,99.6,Nomada,0.2,Lasioglossum,0.2,0.0332,0.9575
Braatz_images\20-07-10_done\B5\Q7106726.JPG,Q7106726_2.jpg,2,0.2724,Meliponini,67.9,Bombus_ardens,5.1,Coleoptera,3.5,1.8044,0.9634
Braatz_images\20-07-10_done\B5\Q7106727.JPG,Q7106727_1.jpg,1,0.7730,Wasp,95.1,Perdita,2.2,Ceratina,1.2,0.2767,0.9575
Braatz_images\20-07-10_done\B5\Q7106727.JPG,Q7106727_2.jpg,2,0.7312,Apis_mellifera,98.1,Apis_cerana,0.7,Agapostemon,0.2,0.1416,0.9707
Braatz_images\20-07-10_done\B5\Q7106728.JPG,Q7106728_1.jpg,1,0.8254,Wasp,99.5,Ceratina,0.2,Nomada,0.1,0.0410,0.9575
Braatz_images\20-07-10_done\B5\Q7106729.JPG,Q7106729_1.jpg,1,0.7947,Coleoptera,100.0,Lepidoptera,0.0,Syrphidae,0.0,0.0022,0.9916
Braatz_images\20-07-10_done\B5\Q7106729.JPG,Q7106729_2.jpg,2,0.7090,Apis_mellifera,98.8,Apis_dorsata,0.8,Apis_cerana,0.1,0.0853,0.9707
Braatz_images\20-07-10_done\B5\Q7106730.JPG,Q7106730_1.jpg,1,0.7850,Apis_mellifera,98.9,Xylocopa,0.1,Apis_cerana,0.1,0.1077,0.9707
Braatz_images\20-07-10_done\B5\Q7106730.JPG,Q7106730_2.jpg,2,0.7733,Coleoptera,98.2,Wasp,1.7,Lepidoptera,0.0,0.0996,0.9916
Braatz_images\20-07-10_done\B5\Q7106730.JPG,Q7106730_3.jpg,3,0.7041,Triepeolus,57.0,Stelis,22.8,Wasp,8.5,1.3783,0.9590
Braatz_images\20-07-10_done\B5\Q7106731.JPG,Q7106731_1.jpg,1,0.7742,Apis_mellifera,99.3,Andrena,0.1,Megachile,0.0,0.0674,0.9707
Braatz_images\20-07-10_done\B5\Q7106732.JPG,Q7106732_1.jpg,1,0.7870,Apis_mellifera,99.4,Megachile,0.2,Syrphidae,0.1,0.0586,0.9707
Braatz_images\20-07-10_done\B5\Q7106733.JPG,Q7106733_1.jpg,1,0.5767,Halictus_tripartitus,84.6,Lasioglossum,8.2,Andrena_erigeniae,3.5,0.6525,0.7959
Braatz_images\20-07-10_done\B5\Q7106734.JPG,Q7106734_1.jpg,1,0.6599,Hylaeus_leptocephalus,75.6,Hylaeus,9.8,Lasioglossum,7.1,0.9319,0.8440
Braatz_images\20-07-10_done\B5\Q7106734.JPG,Q7106734_2.jpg,2,0.5094,Hylaeus_leptocephalus,100.0,Hylaeus_modestus,0.0,Hylaeus,0.0,0.0009,0.8440
Braatz_images\20-07-10_done\B5\Q7106735.JPG,Q7106735_1.jpg,1,0.6575,Meliponini,97.8,Halictus_tripartitus,2.0,Lasioglossum,0.1,0.1169,0.9634
Braatz_images\20-07-10_done\B5\Q7106735.JPG,Q7106735_2.jpg,2,0.5132,Ceylalictus,71.0,Meliponini,16.2,Perdita,2.8,1.1012,0.9444
Braatz_images\20-07-10_done\B5\Q7106735.JPG,Q7106735_3.jpg,3,0.4959,Meliponini,69.7,Hylaeus_leptocephalus,25.4,Halictus_tripartitus,2.1,0.8368,0.9634
Braatz_images\20-07-10_done\B5\Q7106735.JPG,Q7106735_4.jpg,4,0.4461,Hylaeus_leptocephalus,41.9,Ceylalictus,38.9,Hylaeus_modestus,4.7,1.4520,0.8440
Braatz_images\20-07-10_done\B5\Q7106736.JPG,Q7106736_1.jpg,1,0.6273,Meliponini,92.8,Hylaeus_leptocephalus,3.2,Perdita,2.3,0.3693,0.9634
Braatz_images\20-07-10_done\B5\Q7106736.JPG,Q7106736_2.jpg,2,0.5331,Lasioglossum,41.0,Chelostoma,25.3,Meliponini,18.9,1.4585,0.9521
Braatz_images\20-07-10_done\B5\Q7106737.JPG,Q7106737_1.jpg,1,0.6456,Diptera,94.7,Syrphidae,5.2,Coleoptera,0.1,0.2129,0.9755
Braatz_images\20-07-10_done\B5\Q7106738.JPG,Q7106738_1.jpg,1,0.7355,Halictus_tripartitus,99.6,Halictus,0.2,Halictus_ligatus,0.1,0.0297,0.7959
Braatz_images\20-07-10_done\B5\Q7106738.JPG,Q7106738_2.jpg,2,0.6498,Halictus_tripartitus,73.8,Halictus,18.2,Lasioglossum,7.0,0.7702,0.7959
Braatz_images\20-07-10_done\B5\Q7106738.JPG,Q7106738_3.jpg,3,0.6470,Lasioglossum,93.2,Halictus_tripartitus,2.9,Halictus,1.6,0.3543,0.9521
Braatz_images\20-07-10_done\B5\Q7106739.JPG,Q7106739_1.jpg,1,0.7301,Halictus,51.0,Halictus_tripartitus,45.1,Halictus_ligatus,3.7,0.8404,0.8217
Braatz_images\20-07-10_done\B5\Q7106739.JPG,Q7106739_2.jpg,2,0.6340,Hylaeus_leptocephalus,85.4,Hylaeus,7.1,Manuelia,3.7,0.6427,0.8440
Braatz_images\20-07-10_done\B5\Q7106740.JPG,Q7106740_1.jpg,1,0.7261,Halictus_tripartitus,99.0,Halictus,0.5,Halictus_ligatus,0.2,0.0650,0.7959
Braatz_images\20-07-10_done\B5\Q7106740.JPG,Q7106740_2.jpg,2,0.7117,Lasioglossum,96.8,Hylaeus,1.1,Halictus,1.0,0.1853,0.9521
Braatz_images\20-07-10_done\B5\Q7106741.JPG,Q7106741_1.jpg,1,0.7991,Syrphidae,99.4,Diptera,0.3,Wasp,0.3,0.0429,0.9836
Braatz_images\20-07-10_done\B5\Q7106742.JPG,Q7106742_1.jpg,1,0.8216,Syrphidae,80.5,Wasp,19.5,Hylaeus,0.0,0.4978,0.9836
Braatz_images\20-07-10_done\B5\Q7106743.JPG,Q7106743_1.jpg,1,0.8237,Wasp,60.3,Syrphidae,39.6,Hylaeus,0.1,0.6825,0.9575
Braatz_images\20-07-10_done\B5\Q7106744.JPG,Q7106744_1.jpg,1,0.8341,Wasp,97.8,Syrphidae,2.1,Hylaeus,0.2,0.1132,0.9575
Braatz_images\20-07-10_done\B5\Q7106745.JPG,Q7106745_1.jpg,1,0.5701,Syrphidae,86.3,Bombus_ardens,6.1,Diptera,4.3,0.6007,0.9836
Braatz_images\20-07-10_done\B5\Q7106745.JPG,Q7106745_2.jpg,2,0.4864,Halictus_tripartitus,83.5,Halictus,15.8,Lasioglossum,0.6,0.4788,0.7959
Braatz_images\20-07-10_done\B5\Q7106746.JPG,Q7106746_1.jpg,1,0.5818,Syrphidae,96.8,Diptera,1.2,Bombus_ardens,1.0,0.1947,0.9836
Braatz_images\20-07-10_done\B5\Q7106746.JPG,Q7106746_2.jpg,2,0.5633,Lasioglossum,56.1,Halictus_tripartitus,42.6,Halictus,0.9,0.7593,0.9521
Braatz_images\20-07-10_done\B5\Q7106746.JPG,Q7106746_3.jpg,3,0.4621,Agapostemon,42.4,Coleoptera,33.6,Agapostemon_splendens,12.5,1.5077,0.9713
Braatz_images\20-07-10_done\B5\Q7106746.JPG,Q7106746_4.jpg,4,0.3546,Meliponini,92.0,Syrphidae,3.4,Ceratina,2.7,0.3956,0.9634
Braatz_images\20-07-10_done\B5\Q7106747.JPG,Q7106747_1.jpg,1,0.6065,Apis_mellifera,97.7,Apis_cerana,1.0,Apis_dorsata,0.6,0.1554,0.9707
Braatz_images\20-07-10_done\B5\Q7106747.JPG,Q7106747_2.jpg,2,0.4829,Meliponini,51.0,Ceylalictus,20.7,Coleoptera,12.5,1.5700,0.9634
Braatz_images\20-07-10_done\B5\Q7106748.JPG,Q7106748_1.jpg,1,0.7544,Wasp,99.3,Syrphidae,0.5,Nomada,0.0,0.0477,0.9575
Braatz_images\20-07-10_done\B5\Q7106748.JPG,Q7106748_2.jpg,2,0.2592,Halictus_tripartitus,99.6,Lasioglossum,0.2,Halictus,0.2,0.0307,0.7959
Braatz_images\20-07-10_done\B5\Q7106749.JPG,Q7106749_1.jpg,1,0.6844,Apis_mellifera,99.9,Apis_dorsata,0.0,Apis_cerana,0.0,0.0089,0.9707
Braatz_images\20-07-10_done\B5\Q7106750.JPG,Q7106750_1.jpg,1,0.5004,Augochlora,35.6,Ceratina,24.6,Augochlorella,22.7,1.6929,0.9524
Braatz_images\20-07-10_done\B5\Q7106751.JPG,NA,NA,,,,,,,,,
Braatz_images\20-07-10_done\B5\Q7106752.JPG,Q7106752_1.jpg,1,0.6852,Meliponini,37.2,Lasioglossum,30.4,Hylaeus_leptocephalus,12.8,1.6297,0.9634
Braatz_images\20-07-10_done\B5\Q7106753.JPG,Q7106753_1.jpg,1,0.6383,Hylaeus,79.2,Hylaeus_modestus,12.6,Meliponini,3.3,0.8037,0.9337
Braatz_images\20-07-10_done\B5\Q7106753.JPG,Q7106753_2.jpg,2,0.6380,Hylaeus_leptocephalus,58.7,Lasioglossum,28.3,Ceratina,9.1,1.0506,0.8440
Braatz_images\20-07-10_done\B5\Q7106753.JPG,Q7106753_3.jpg,3,0.6108,Syrphidae,61.5,Diptera,34.2,Hylaeus_leptocephalus,1.4,0.8770,0.9836
Braatz_images\20-07-10_done\B5\Q7106753.JPG,Q7106753_4.jpg,4,0.2874,Coleoptera,96.5,Augochlora,2.0,Lasioglossum,0.5,0.2083,0.9916
Braatz_images\20-07-10_done\B5\Q7106754.JPG,Q7106754_1.jpg,1,0.6518,Coleoptera,94.3,Augochlora,3.2,Halictus,0.4,0.3277,0.9916
Braatz_images\20-07-10_done\B5\Q7106754.JPG,Q7106754_2.jpg,2,0.2596,Diptera,90.5,Syrphidae,9.3,Meliponini,0.1,0.3250,0.9755
Braatz_images\20-07-10_done\B5\Q7106755.JPG,Q7106755_1.jpg,1,0.7036,Syrphidae,69.3,Dianthidium,28.8,Anthidium,0.8,0.7160,0.9836
Braatz_images\20-07-10_done\B5\Q7106755.JPG,Q7106755_2.jpg,2,0.5272,Coleoptera,48.6,Coelioxys,20.2,Syrphidae,11.4,1.6164,0.9916
Braatz_images\20-07-10_done\B5\Q7106756.JPG,Q7106756_1.jpg,1,0.6724,Lasioglossum,64.5,Halictus_tripartitus,34.2,Halictus,0.7,0.7287,0.9521
Braatz_images\20-07-10_done\B5\Q7106757.JPG,Q7106757_1.jpg,1,0.7123,Halictus_tripartitus,91.0,Halictus,7.1,Halictus_ligatus,1.3,0.3674,0.7959
Braatz_images\20-07-10_done\B5\Q7106757.JPG,Q7106757_2.jpg,2,0.6236,Coleoptera,100.0,Lepidoptera,0.0,Syrphidae,0.0,0.0026,0.9916
Braatz_images\20-07-10_done\B5\Q7106757.JPG,Q7106757_3.jpg,3,0.4703,Hylaeus_leptocephalus,98.2,Hylaeus,0.9,Ceylalictus,0.2,0.1246,0.8440
Braatz_images\20-07-10_done\B5\Q7106758.JPG,Q7106758_1.jpg,1,0.6958,Lasioglossum,74.0,Halictus_rubicundus,10.1,Halictus_tripartitus,7.5,0.9574,0.9521
Braatz_images\20-07-10_done\B5\Q7106758.JPG,Q7106758_2.jpg,2,0.2326,Coleoptera,100.0,Lepidoptera,0.0,Syrphidae,0.0,0.0031,0.9916
Braatz_images\20-07-10_done\B5\Q7106759.JPG,Q7106759_1.jpg,1,0.6515,Coleoptera,97.3,Euryglossa,0.6,Augochlora,0.5,0.1898,0.9916
Braatz_images\20-07-10_done\B5\Q7106759.JPG,Q7106759_2.jpg,2,0.2464,Lasioglossum,29.2,Augochlora,11.8,Andrena_erigeniae,11.0,2.5302,0.9521
Braatz_images\20-07-10_done\B5\Q7106760.JPG,Q7106760_1.jpg,1,0.5894,Meliponini,51.2,Hylaeus_leptocephalus,27.0,Halictus_tripartitus,20.8,1.0856,0.9634
Braatz_images\20-07-10_done\B5\Q7106760.JPG,Q7106760_2.jpg,2,0.5427,Hylaeus_leptocephalus,99.7,Meliponini,0.3,Ceratina,0.0,0.0239,0.8440
Braatz_images\20-07-10_done\B5\Q7106761.JPG,Q7106761_1.jpg,1,0.7413,Apis_mellifera,99.9,Augochloropsis,0.0,Syrphidae,0.0,0.0118,0.9707
Braatz_images\20-07-10_done\B5\Q7106761.JPG,Q7106761_2.jpg,2,0.3043,Meliponini,82.5,Hylaeus_leptocephalus,13.2,Hylaeus_modestus,2.0,0.6181,0.9634
Braatz_images\20-07-10_done\B5\Q7106762.JPG,Q7106762_1.jpg,1,0.7921,Apis_mellifera,99.9,Colletes,0.1,Colletes_hederae,0.0,0.0134,0.9707
Braatz_images\20-07-10_done\B5\Q7106763.JPG,Q7106763_1.jpg,1,0.7143,Diptera,68.9,Coleoptera,14.9,Syrphidae,14.2,0.9525,0.9755
Braatz_images\20-07-10_done\B5\Q7106764.JPG,Q7106764_1.jpg,1,0.6300,Hylaeus_leptocephalus,91.6,Meliponini,5.7,Halictus_tripartitus,1.0,0.4022,0.8440
Braatz_images\20-07-10_done\B5\Q7106764.JPG,Q7106764_2.jpg,2,0.6269,Hylaeus,75.9,Hylaeus_leptocephalus,19.4,Lasioglossum,3.8,0.7043,0.9337
Braatz_images\20-07-10_done\B5\Q7106764.JPG,Q7106764_3.jpg,3,0.2472,Lasioglossum,47.4,Wasp,13.1,Halictus_tripartitus,9.5,1.8900,0.9521
Braatz_images\20-07-10_done\B5\Q7106765.JPG,NA,NA,,,,,,,,,
Braatz_images\20-07-10_done\B5\Q7106766.JPG,Q7106766_1.jpg,1,0.7204,Apis_mellifera,99.3,Apis_cerana,0.5,Colletes_hederae,0.0,0.0507,0.9707
Braatz_images\20-07-10_done\B5\Q7106767.JPG,Q7106767_1.jpg,1,0.7352,Diptera,99.0,Syrphidae,1.0,Coleoptera,0.0,0.0578,0.9755
Braatz_images\20-07-10_done\B5\Q7106767.JPG,Q7106767_2.jpg,2,0.2621,Lepidoptera,36.7,Coleoptera,13.8,Apis_cerana,6.0,2.8736,0.9686
Braatz_images\20-07-10_done\B5\Q7106768.JPG,Q7106768_1.jpg,1,0.7448,Diptera,99.8,Syrphidae,0.2,Coleoptera,0.0,0.0160,0.9755
Braatz_images\20-07-10_done\B5\Q7106769.JPG,Q7106769_1.jpg,1,0.7695,Coleoptera,61.2,Diptera,37.2,Syrphidae,1.5,0.7378,0.9916
Braatz_images\20-07-10_done\B5\Q7106770.JPG,Q7106770_1.jpg,1,0.7743,Coleoptera,92.3,Wasp,4.5,Thalestria,1.7,0.3776,0.9916
Braatz_images\20-07-10_done\B5\Q7106771.JPG,Q7106771_1.jpg,1,0.6272,Lasioglossum,70.1,Ceratina,12.9,Braunsapis,5.7,1.1251,0.9521
Braatz_images\20-07-10_done\B5\Q7106771.JPG,Q7106771_2.jpg,2,0.6033,Hylaeus_leptocephalus,51.3,Ceratina,47.6,Lasioglossum,0.7,0.7632,0.8440
Braatz_images\20-07-10_done\B5\Q7106772.JPG,Q7106772_1.jpg,1,0.6642,Lasioglossum,47.9,Hylaeus_leptocephalus,30.6,Hylaeus,13.0,1.3228,0.9521
Braatz_images\20-07-10_done\B5\Q7106772.JPG,Q7106772_2.jpg,2,0.5326,Hylaeus_leptocephalus,99.0,Ceratina,0.7,Halictus_tripartitus,0.1,0.0713,0.8440
Braatz_images\20-07-10_done\C16\Q7106636.JPG,NA,NA,,,,,,,,,
Braatz_images\20-07-10_done\C16\Q7106637.JPG,Q7106637_1.jpg,1,0.5920,Manuelia,94.9,Lasioglossum,1.2,Ceratina,0.8,0.3238,0.7407
Braatz_images\20-07-10_done\C16\Q7106638.JPG,Q7106638_1.jpg,1,0.6769,Lasioglossum,42.1,Augochlora,23.2,Hylaeus,17.2,1.7245,0.9521
Braatz_images\20-07-10_done\C16\Q7106638.JPG,Q7106638_2.jpg,2,0.3222,Hylaeus_modestus,93.2,Hylaeus_leptocephalus,4.6,Hylaeus,2.1,0.2960,0.8886
Braatz_images\20-07-10_done\C16\Q7106639.JPG,Q7106639_1.jpg,1,0.6461,Lasioglossum,94.2,Pseudopanurgus,3.9,Augochlora,0.9,0.2973,0.9521
Braatz_images\20-07-10_done\C16\Q7106639.JPG,Q7106639_2.jpg,2,0.5710,Meliponini,99.9,Hylaeus_leptocephalus,0.0,Hylaeus,0.0,0.0135,0.9634
Braatz_images\20-07-10_done\C16\Q7106640.JPG,Q7106640_1.jpg,1,0.5542,Hylaeus_modestus,51.0,Ceylalictus,35.8,Hylaeus,6.3,1.2228,0.8886
Braatz_images\20-07-10_done\C16\Q7106641.JPG,Q7106641_1.jpg,1,0.7049,Syrphidae,99.5,Diptera,0.1,Apis_cerana,0.1,0.0463,0.9836
Braatz_images\20-07-10_done\C16\Q7106642.JPG,Q7106642_1.jpg,1,0.7692,Syrphidae,99.8,Anthidium_florentinum,0.1,Apis_mellifera,0.0,0.0226,0.9836
Braatz_images\20-07-10_done\C16\Q7106643.JPG,Q7106643_1.jpg,1,0.8137,Syrphidae,99.9,Diptera,0.0,Wasp,0.0,0.0063,0.9836
Braatz_images\20-07-10_done\C16\Q7106644.JPG,Q7106644_1.jpg,1,0.5557,Hylaeus_leptocephalus,46.6,Syrphidae,35.1,Meliponini,6.9,1.4280,0.8440
Braatz_images\20-07-10_done\C16\Q7106645.JPG,Q7106645_1.jpg,1,0.3848,Coleoptera,100.0,Lepidoptera,0.0,Eulaema,0.0,0.0004,0.9916
Braatz_images\20-07-10_done\C16\Q7106646.JPG,Q7106646_1.jpg,1,0.7471,Syrphidae,97.5,Apis_cerana,0.3,Diptera,0.3,0.2064,0.9836
Braatz_images\20-07-10_done\C16\Q7106647.JPG,Q7106647_1.jpg,1,0.6805,Syrphidae,99.9,Coleoptera,0.1,Diptera,0.0,0.0101,0.9836
Braatz_images\20-07-10_done\C16\Q7106677.JPG,Q7106677_1.jpg,1,0.4232,Meliponini,35.1,Apis_florea,24.2,Wasp,13.0,1.9198,0.9634
Braatz_images\20-07-10_done\C16\Q7106677.JPG,Q7106677_2.jpg,2,0.2248,Ceylalictus,91.9,Apis_florea,5.7,Perdita,1.2,0.3728,0.9444
Braatz_images\20-07-10_done\C16\Q7106678.JPG,Q7106678_1.jpg,1,0.6248,Syrphidae,100.0,Apis_cerana,0.0,Apis_mellifera,0.0,0.0036,0.9836
Braatz_images\20-07-10_done\C16\Q7106679.JPG,Q7106679_1.jpg,1,0.6936,Diptera,99.9,Syrphidae,0.0,Lepidoptera,0.0,0.0070,0.9755
Braatz_images\20-07-10_done\C16\Q7106679.JPG,Q7106679_2.jpg,2,0.6550,Syrphidae,100.0,Apis_mellifera,0.0,Apis_cerana,0.0,0.0036,0.9836
Braatz_images\20-07-10_done\C16\Q7106679.JPG,Q7106679_3.jpg,3,0.5613,Hylaeus_modestus,86.7,Lasioglossum,3.9,Hylaeus,3.5,0.6766,0.8886
Braatz_images\20-07-10_done\C16\Q7106680.JPG,Q7106680_1.jpg,1,0.4515,Ceylalictus,50.7,Meliponini,30.1,Hylaeus_modestus,7.0,1.4923,0.9444
Braatz_images\20-07-10_done\C3\Q7106665.JPG,NA,NA,,,,,,,,,
Braatz_images\20-07-10_done\C3\Q7106666.JPG,NA,NA,,,,,,,,,
Braatz_images\20-07-10_done\C3\Q7106667.JPG,NA,NA,,,,,,,,,
Braatz_images\20-07-10_done\C3\Q7106668.JPG,Q7106668_1.jpg,1,0.7122,Wasp,98.7,Coleoptera,1.0,Hylaeus,0.3,0.0810,0.9575
Braatz_images\20-07-10_done\C3\Q7106669.JPG,NA,NA,,,,,,,,,
Braatz_images\20-07-10_done\C3\Q7106670.JPG,Q7106670_1.jpg,1,0.7478,Wasp,99.3,Hylaeus,0.3,Coleoptera,0.3,0.0465,0.9575
Braatz_images\20-07-10_done\C3\Q7106671.JPG,Q7106671_1.jpg,1,0.6807,Lasioglossum,60.3,Hylaeus_modestus,9.8,Hylaeus,6.5,1.6173,0.9521
